Time,Vib_Spindle,Vib_Table,Sound_Spindle,Sound_table,X_Load_Cell,Y_Load_Cell,Z_Load_Cell,Current,tool_wear,ACTION_CODE
34,3.916528848,4.823354239,2.880219382,0.035733356,0.005704378,0.00208629,0.26225964,4.261234267,75.91,0
35,4.162230127,4.875323212,1.733540227,1.991501759,0.003073041,0.004059792,0.351725065,5.758467146,75.91,0
36,4.090526135,5.206214313,2.000221124,2.240250453,0.000441705,0.001099539,0.365868496,4.348397385,75.91,0
37,3.882979278,5.193057608,2.579483263,0.426130128,0.032675572,-0.002847465,0.384287848,5.225620454,75.91,0
38,4.105656335,4.574034764,3.261239766,2.096298653,-0.00449205,-0.025871655,0.428033809,5.309165537,75.91,0
39,3.971786963,5.137141611,1.574617531,1.426552928,0.011295967,0.000441705,0.288573,4.660540065,75.91,0
40,3.938237393,5.242395253,2.715209338,2.371040969,0.00767788,0.01096705,0.397444528,5.575588872,75.91,0
41,4.011914882,4.793093826,2.667993112,3.117945799,0.007020046,0.002744124,0.382643263,4.002047361,75.91,0
42,3.846140536,5.033532565,2.178392305,3.457508146,0.00208629,0.010638133,0.343173222,5.965027533,75.91,0
43,3.936263889,5.220357771,1.576591726,2.037237294,0.000441705,-0.001860714,0.300742929,4.110919013,75.91,0
44,4.008296791,4.645738777,2.804377272,1.612291749,0.011953801,0.001757373,0.274100652,5.864378678,75.91,0
45,4.009283543,5.302587184,2.908351707,3.639134614,-0.003834216,-0.005807718,0.260943972,4.697707744,86.13,0
46,3.980338815,4.973669565,1.836198379,0.274446256,0.003073041,-0.001531797,0.350738314,5.377909331,86.13,0
47,3.959945939,5.090106393,2.163421318,4.872847652,-0.005478801,0.003073041,0.389221603,4.72204764,86.13,0
48,3.733979727,5.334821115,1.598307869,3.493537304,0.011953801,0.006691129,0.441519406,4.32208399,86.13,0
49,3.649447978,4.746387537,1.832743537,1.902498442,0.013927303,-0.002847465,0.370473334,5.943318956,86.13,0
50,3.924093947,5.121682483,2.376799043,4.97303869,0.004059792,0.005046544,0.347120226,3.988890666,86.13,0
51,3.845482701,5.296337748,3.1982299,3.629099092,0.003073041,0.030373153,0.355343152,5.719325931,86.13,0
52,3.916857765,4.822367487,1.714785373,4.846031336,0.002415207,0.00208629,0.433296481,4.681919703,86.13,0
53,3.962577277,4.958539356,2.13232773,4.873012169,0.003401958,0.013598386,0.373433587,4.420430306,86.13,0
54,3.87278284,5.312783632,2.757983622,1.865153245,0.000770622,0.005046544,0.313570692,5.629531382,86.13,0
55,3.990535253,4.62567481,3.291181794,2.287466649,0.00208629,-0.003505299,0.279692241,4.060265736,86.13,0
56,3.919489104,5.081225617,2.413486198,2.174608429,0.003073041,-0.013043892,0.255352383,5.121024648,95.62,0
57,3.932974715,5.017744521,3.417859624,3.45981138,0.002744124,0.004059792,0.346462392,4.216501498,95.62,0
58,3.738913487,5.206872148,2.859654817,2.79648048,-0.002847465,0.004717627,0.438230236,5.875232965,95.62,0
59,3.742860495,5.081883452,2.589683282,4.937831984,0.01425622,0.009651382,0.4355989,4.095788813,95.62,0
60,4.100393657,5.352582669,3.13094261,2.455108848,0.006033295,0.004717627,0.420139801,5.768005762,95.62,0
61,3.983299071,5.214108336,1.022665679,3.008213246,0.007020046,0.002415207,0.338897301,4.045793371,95.62,0
62,3.823774157,5.218384266,3.262062349,0.346010772,0.008335714,0.000441705,0.359290156,5.932464667,95.62,0
63,3.953696509,5.306863114,3.279665629,2.768512677,0.005046544,0.002744124,0.420139801,3.898109476,95.62,0
64,3.964550782,5.152271822,1.39430775,1.995450151,-0.042646422,0.000770622,0.356987737,5.841354431,95.62,0
65,3.709639846,5.274300265,2.297995697,0.205513999,0.004059792,0.000770622,0.30501885,4.415167626,95.62,0
66,3.816866893,5.418695124,1.594853028,0.028659162,-0.00449205,0.004388709,0.270482565,5.071358089,95.62,0
67,3.789237837,4.913148732,2.112092221,2.888774241,0.003730875,0.007020046,0.234630612,5.497635372,105.84,0
68,3.969484542,5.131221094,2.118343842,1.721859572,0.005046544,0.002415207,0.326398455,4.052700636,105.84,0
69,3.948433831,5.354227258,2.40657651,3.206126697,0.012940552,0.01425622,0.39283969,4.144468587,105.84,0
70,4.055331975,5.269037583,3.502585723,3.842312859,0.007020046,0.002415207,0.434612149,4.115852774,105.84,0
71,3.770818467,5.053596539,1.595511093,3.431679025,0.004059792,0.006691129,0.38955052,4.149731266,105.84,0
72,3.920146938,5.087803969,2.530950916,3.861067778,0.036293659,0.000770622,0.330016542,4.686853466,105.84,0
73,3.759964195,4.916437907,0.956036632,2.466624996,0.003401958,-0.003834216,0.310281522,4.538511676,105.84,0
74,3.909950501,4.55232621,1.84409516,0.891875329,-0.008110137,0.006691129,0.445795328,4.839800117,105.84,0
75,3.828707917,4.910846309,3.675328303,3.892490496,0.021492394,0.002744124,0.360934741,5.271340007,105.84,0
76,3.805354786,4.75789965,2.17098907,3.826519243,-0.002518548,-0.002518548,0.312583941,5.730838053,105.84,0
77,4.208607481,5.225620454,1.59781432,1.998246928,0.009980299,0.00767788,0.32475387,5.815369924,105.84,0
78,3.893833551,4.99472029,1.490714253,3.019071339,0.00208629,-0.031792161,0.263575308,4.262878854,110.95,0
79,4.047109041,5.311796879,1.847879035,2.955896985,-0.001860714,0.00208629,0.361592575,4.080000779,110.95,0
80,3.782330573,5.137799446,0.774246279,0.012372066,0.000112788,0.00767788,0.454676087,4.33491177,110.95,0
81,3.988561749,5.153587492,1.273717373,0.381710772,0.001428456,-0.00120288,0.480002696,4.871047284,110.95,0
82,4.038557189,5.054583291,3.214681561,2.18266973,0.011624884,0.007348963,0.430336228,5.112801708,110.95,0
83,3.86916475,4.713495784,2.487354064,5.083100802,0.005046544,-0.00120288,0.338897301,5.519343941,110.95,0
84,3.915871013,4.839471199,3.360936855,2.806022437,0.064580521,0.007348963,0.357316654,5.804186719,110.95,0
85,3.897780559,4.705601764,1.927833951,0.574030133,0.01096705,0.001428456,0.465201431,5.708800562,110.95,0
86,3.982970154,5.097671498,2.583925207,2.875448403,-0.017319813,0.002744124,0.400404781,5.475268968,110.95,0
87,3.962577277,5.529540391,2.681812495,0.044123678,0.002415207,0.005704378,0.362250409,5.003929982,110.95,0
88,3.789566755,5.141088623,1.966495281,2.053524409,-0.003505299,0.003073041,0.307650186,4.119470865,110.95,0
89,3.926725286,5.298640172,2.391276485,2.897987166,-0.003505299,0.006362212,0.250418628,5.82951339,126.28,0
90,4.165190383,5.350280246,2.717348052,0.272636579,0.002744124,0.025439398,0.370802251,4.558904559,126.28,0
91,3.9175156,4.743756196,2.181024567,3.851196768,-0.016661979,0.002744124,0.438230236,4.554628632,126.28,0
92,3.998100353,4.958868274,3.285917261,4.95461275,0.006691129,0.005704378,0.46092551,6.089687403,126.28,0
93,4.174071153,5.351595916,0.433204322,1.095052795,0.003401958,0.007348963,0.512894396,4.928936775,126.28,0
94,3.915871013,4.847694138,3.601460277,4.860179822,-0.000873963,0.012611635,0.402049366,5.314757138,126.28,0
95,3.873111758,5.268379748,2.421712018,0.049881743,0.008993548,0.00208629,0.314228526,4.171768731,126.28,0
96,3.983299071,5.140759705,1.833401602,1.241307683,0.005375461,0.00208629,0.474740024,6.147905869,126.28,0
97,4.040859611,4.689484806,2.686747989,3.92687452,0.012282718,0.013269469,0.424744639,5.053267621,126.28,0
98,3.89021546,5.14141754,3.043090757,4.801282643,0.003073041,0.006033295,0.3698155,3.834957346,126.28,0
99,3.939224145,5.037479576,2.32053444,0.760920471,0.002415207,-0.002847465,0.29186217,5.801555377,126.28,0
100,3.986259327,5.174309303,2.899467815,3.787199722,0.004388709,0.006362212,0.270153648,4.54443219,128.47,0
101,3.899754063,4.776647949,2.973500255,4.18911449,0.011295967,0.004717627,0.427375975,5.177269561,128.47,0
102,3.854034552,4.563509404,1.542043316,3.344156155,0.012611635,0.006033295,0.469477352,5.563747834,128.47,0
103,3.979023145,4.742440526,2.005321129,2.436353978,0.001099539,0.032346655,0.467174933,5.63709649,128.47,0
104,3.96849779,4.981234669,1.833730635,4.620313719,0.000112788,0.007348963,0.54545718,5.706827055,128.47,0
105,3.97968098,5.325282503,2.32234412,1.977353357,0.005704378,0.000112788,0.340541886,5.80550239,128.47,0
106,3.983299071,5.443363951,1.950866232,2.799606294,0.005704378,-0.005478801,0.305676684,5.771952775,128.47,0
107,3.965208616,5.342386222,1.594030447,3.404698289,0.003730875,0.010309216,0.502369052,5.90319098,128.47,0
108,4.004349783,5.172335797,2.599389752,4.90328335,0.004388709,-0.017319813,0.448097747,5.769979269,128.47,0
109,3.860941816,4.864468933,3.089648947,4.307237695,0.000770622,0.001757373,0.373433587,5.766361173,128.47,0
110,3.972115881,4.878612388,2.939116298,0.002665614,0.006691129,0.007020046,0.322451451,5.465730354,128.47,0
111,4.053687389,5.364752623,3.131765192,1.570669141,0.005375461,0.016558639,0.299756178,5.632491642,141.61,0
112,3.97968098,4.911504144,2.275785987,4.27663753,0.006362212,0.004388709,0.416850631,5.734456148,141.61,0
113,4.030334255,4.941435642,0.192681741,-0.002927934,-0.002189631,0.000770622,0.43888807,5.235816901,141.61,0
114,3.849429709,5.101618509,2.285327937,2.016343722,0.000112788,-0.005149884,0.495461795,4.265510193,141.61,0
115,3.80864396,4.855588159,3.952374636,4.632817024,0.008993548,0.002744124,0.504013637,3.995140096,141.61,0
116,3.847785123,5.261143559,2.600047818,2.308689261,-0.005478801,0.001099539,0.42244222,3.635962369,141.61,0
117,3.753056932,4.798027589,2.2507795,3.234094522,0.005375461,-0.002847465,0.344817807,5.308507702,141.61,0
118,3.956327848,4.713495784,2.743341655,4.874821859,0.006033295,0.01754539,0.539207757,4.267483698,141.61,0
119,3.700759078,5.513423422,2.662399552,4.892096174,0.000770622,-0.000545046,0.445795328,4.658895478,141.61,0
120,3.857652643,4.775332279,3.199381516,4.748801645,0.003730875,-0.002189631,0.391524022,5.402907075,141.61,0
121,3.995469014,5.066753243,2.108966411,0.500162388,-0.001531797,0.001099539,0.313241775,5.773926282,141.61,0
122,3.899096228,5.085501546,3.046052055,3.376072388,-0.00449205,-0.00449205,0.346133475,5.73708749,152.55,0
123,3.649776896,4.746387537,2.773119139,4.723465994,0.005704378,-0.029489742,0.478029194,5.961409437,152.55,0
124,3.827392248,4.616794038,2.183985861,1.324717395,0.023794813,0.000112788,0.473424356,5.875232965,152.55,0
125,3.922778277,4.915780072,1.977024324,2.202082659,0.003073041,-0.007452303,0.502040135,5.714063246,152.55,0
126,3.789237837,4.794080578,3.170755626,4.925328668,0.003073041,-0.004163133,0.607622494,5.625584369,152.55,0
127,3.836601933,5.267064077,2.271508562,2.283847289,0.00208629,0.014585137,0.416521714,5.767019009,152.55,0
128,4.070791092,5.629531382,0.898291459,4.949019161,0.002415207,-0.001531797,0.501053384,5.82951339,152.55,0
129,4.021782403,5.170362291,1.803624156,0.813730156,0.000770622,0.003073041,0.500066633,5.811093993,152.55,0
130,3.751083428,4.779608207,3.253342967,4.977480658,-0.000216129,0.032675572,0.465201431,5.676895539,152.55,0
131,3.883637113,4.980576834,0.592784973,0.11157529,-0.026529489,0.008664631,0.396786694,5.529540391,152.55,0
132,3.922120443,4.835524189,0.68030756,0.11963658,-0.007123386,-0.001860714,0.34777806,5.825895294,152.55,0
133,3.743189412,5.077278606,1.260556077,1.101468926,0.004717627,-0.026200572,0.267193395,5.783464898,152.55,0
134,3.97474722,5.020046944,1.976695292,3.342510988,0.01425622,-0.00120288,0.399746947,5.973908315,170.07,0
135,3.857652643,5.255551959,2.681647978,5.010548644,-0.006794469,0.003730875,0.458623091,5.708800562,170.07,0
136,3.878045518,5.087146134,2.273976307,4.684968969,-0.004820967,0.007348963,0.535918587,5.521646365,170.07,0
137,3.920475856,5.149311563,1.967646895,-0.004408579,0.002415207,0.038924995,0.596768233,5.660778568,170.07,0
138,3.743847247,4.87828347,3.179639523,4.937173915,0.000770622,0.003073041,0.515525732,5.891349939,170.07,0
139,3.640896128,4.476346274,2.654502762,4.092707556,-0.002847465,0.006362212,0.426389224,5.682816058,170.07,0
140,3.915871013,4.694747486,3.483008235,2.091692196,-0.001860714,-0.003834216,0.491843708,5.652555624,170.07,0
141,3.858310477,4.273733129,1.810204807,1.143585068,0.006033295,0.004717627,0.541839093,5.117077637,170.07,0
142,3.8530478,4.554628632,2.13545354,1.235714132,-0.003176382,-0.012386058,0.480002696,4.507264516,170.07,0
143,3.885939534,4.992088949,2.054017958,0.092655936,0.003730875,0.01096705,0.446782079,4.817762641,170.07,0
144,3.982312319,5.416721618,1.954650107,4.940299744,-0.000545046,0.003730875,0.335937048,5.212792666,170.07,0
145,4.009283543,5.010179416,1.176488305,1.185701211,0.003730875,0.013927303,0.442506157,4.002376278,172.26,0
146,3.797131853,5.253578453,2.835306374,2.132821279,0.006362212,0.004388709,0.501053384,4.103353913,172.26,0
147,3.780357069,5.419024041,3.046874638,4.968925757,0.004059792,0.021492394,0.570125955,4.158940953,172.26,0
148,3.855679139,5.455862823,2.854554806,2.17773424,0.002744124,0.00208629,0.645119033,4.071777844,172.26,0
149,4.085263457,5.06708216,1.653420811,0.455084967,-0.001860714,-0.002189631,0.492501542,4.238867882,172.26,0
150,4.078685109,4.861179757,1.37522387,0.613514006,0.005375461,-0.001860714,0.390208354,3.809301794,172.26,0
151,3.841535693,4.353988982,1.85297904,2.586392953,0.001428456,0.005046544,0.507631724,4.346752798,172.26,0
152,3.906003492,4.279653642,1.892133915,0.789875314,-0.000216129,-0.000873963,0.521446239,4.165848218,172.26,0
153,4.163216879,5.20391189,1.932275891,0.512172066,0.045503335,0.006691129,0.512894396,4.079671862,172.26,0
154,4.058292232,5.683802812,2.430266871,1.178462499,0.000441705,0.005375461,0.374749255,4.24939324,172.26,0
155,3.912581839,5.615716837,4.377321953,0.015004324,0.00208629,-0.013043892,0.325411704,3.87903227,172.26,0
156,3.959288104,5.144706716,2.920690446,3.538450368,-0.002847465,-0.003176382,0.465859265,5.278576195,178.1,0
157,3.968168873,4.530288739,1.947904939,0.278723675,0.003730875,0.001099539,0.506316056,4.137561322,178.1,0
158,3.899425145,5.641701339,2.089553484,0.109930129,0.000112788,-0.00120288,0.580322383,3.952380839,178.1,0
159,3.993166592,4.640476097,1.954321075,4.952474025,0.055041928,0.00767788,0.653341958,4.008954626,178.1,0
160,4.026058329,5.100302838,1.834059667,2.16736971,0.002744124,0.002415207,0.505000388,4.023098073,178.2,0
161,3.97474722,5.195688949,4.236659899,4.861824994,0.00208629,0.006362212,0.413561461,4.533248996,178.2,0
162,4.100393657,4.537196006,1.933592021,4.10109792,0.006362212,0.002744124,0.494146127,5.500266714,178.2,0
163,3.562613812,5.607822811,3.185891154,4.950993369,0.006362212,0.001757373,0.567494619,5.686434154,178.2,0
164,3.878703353,4.873020789,3.033219763,2.433721715,0.000770622,0.010638133,0.581309134,5.859115993,178.1,0
165,3.947775996,4.776647949,2.633115624,1.379007743,0.018203224,-0.005478801,0.358961239,4.508251268,178.1,0
166,4.042504198,5.352253752,3.516569644,2.079517988,0.010638133,0.004388709,0.314228526,5.947923805,178.1,0
167,3.88889979,4.538511676,2.477647596,4.705862653,0.001099539,0.001099539,0.424086805,4.163545796,178.1,1
168,3.831339256,4.898676359,3.41407574,4.721985339,0.003730875,0.004059792,0.511578728,3.72871705,178.1,1
169,3.891860046,5.296337748,2.370382904,4.328460391,-0.003834216,0.005046544,0.576046461,5.01379751,178.1,1
170,3.932974715,5.311796879,1.820569333,3.421314474,0.016558639,0.006691129,0.628344266,5.730180217,178.1,1
171,3.828379,4.593440896,2.352615134,4.811811747,-0.000873963,-0.000216129,0.517170318,5.424286724,178.1,1
172,3.906003492,4.650014705,1.562443329,2.841722518,0.001757373,0.01754539,0.398102362,5.136483776,178.1,1
173,3.801078861,4.885519656,1.455014233,4.92828998,-0.001860714,-0.00120288,0.512236562,4.547721365,178.1,1
174,3.968826707,5.480860569,3.175855641,0.012043033,0.023794813,0.009980299,0.499408799,3.999744939,178.1,1
175,3.724770042,5.236803654,3.632389427,2.832345077,-0.001860714,-0.003505299,0.459938759,4.374381863,178.1,1
176,3.977378559,4.885848574,3.247749402,4.837476439,0.006691129,0.003730875,0.359619073,4.616794038,178.1,1
177,3.712600102,4.385565056,2.255221442,5.090339567,0.006033295,-0.001531797,0.31488636,4.719087382,178.1,1
178,3.801736696,4.536867088,3.108897387,4.609455587,0.004717627,0.005375461,0.54545718,3.856336973,189.78,0
179,3.937250641,5.547959783,1.862191951,0.831168868,-0.055474185,0.001099539,0.508947392,4.162559044,189.78,0
180,3.719507365,4.698365579,2.604654278,2.08527606,0.003073041,-0.006465552,0.598083901,4.6743546,189.78,0
181,3.977049641,5.187466008,1.805927384,4.823327954,0.002415207,-0.006465552,0.640514195,4.996364878,189.78,0
182,4.057963314,4.932554868,3.03338428,2.621270439,0.000441705,0.008993548,0.506316056,5.242066336,189.78,0
183,3.943828988,4.82730125,2.937635649,0.89269791,-0.041001837,-0.001531797,0.408956623,5.870628116,189.78,0
184,4.066844084,5.378567166,2.182998763,0.296326901,-0.001531797,-0.007123386,0.440861572,5.434483173,189.78,0
185,4.035268015,4.51055369,3.050000453,1.809546742,0.007020046,0.007020046,0.503355803,4.774016609,189.78,0
186,4.18459651,5.133523517,2.427634609,1.807737063,0.025768315,0.006033295,0.57505971,4.589822803,189.78,0
187,3.860283981,5.247986853,2.834812825,2.020785662,0.026097232,0.008664631,0.376064923,3.919160186,189.78,0
188,4.108287674,4.695405321,0.87131081,2.90917429,-0.015675228,0.006033295,0.294493506,4.285245239,189.78,0
189,3.927054203,5.683144976,2.397857141,1.790791887,0.00767788,0.005046544,0.47408219,4.290836835,194.16,0
190,3.815551224,5.201938384,1.600282064,1.688627288,-0.039028335,-0.003834216,0.512236562,5.087475052,194.16,0
191,4.0046787,4.800330012,2.088072837,1.609824006,0.000770622,-0.003505299,0.583611553,5.763400913,194.16,0
192,3.806012621,4.353660064,4.748637128,1.6381208,0.004059792,0.021163477,0.645776867,5.448626634,194.16,0
193,4.032636676,4.777963619,4.291279544,1.95942108,0.005704378,-0.005807718,0.531313749,4.123417874,194.16,0
194,3.859955064,5.088461805,2.228898825,1.722353121,0.001757373,-0.002847465,0.405338536,3.802065613,194.16,0
195,3.931987963,5.188781678,3.481034034,1.947082357,0.00208629,0.00767788,0.456978506,4.322412908,194.16,0
196,3.809301794,5.504542644,3.965700503,2.113243835,-0.003834216,-0.000873963,0.586242889,5.244697677,194.16,0
197,3.910279418,5.243053089,1.360417411,1.340839983,-0.00449205,-0.014688477,0.612885166,5.922268214,194.16,0
198,3.772463054,4.705930682,1.182575403,1.542701381,-0.00449205,-0.001531797,0.417508465,5.206214313,194.16,0
199,4.005665452,4.589822803,3.560824643,2.211460091,0.005375461,-0.001531797,0.345146724,4.923016259,194.16,0
200,3.824431992,4.358922743,1.904308121,0.954226954,-0.000216129,0.009322465,0.487567787,4.517460957,195.62,0
201,3.9497495,5.286470219,2.331557037,1.443004549,0.002744124,0.004059792,0.546443931,4.188214601,195.62,0
202,3.947775996,4.952947757,2.419902338,2.250121435,0.007348963,0.036951493,0.585256138,4.067501918,195.62,0
203,3.79746077,4.571074506,4.36629931,1.515556204,0.003073041,-0.00449205,0.689193912,4.42503515,195.62,0
204,3.763582286,5.53677658,2.817045043,1.565075589,-0.000216129,-0.000545046,0.628344266,4.015532973,195.62,0
205,3.87278284,4.601005998,2.580305845,0.455907548,-0.00120288,0.002415207,0.445466411,4.586533628,195.62,0
206,3.913897509,5.394026297,2.281050511,1.710672467,0.005046544,0.001099539,0.476713526,5.505200479,195.62,0
207,3.930014459,5.063792984,3.415720907,1.919937169,0.006691129,0.038596078,0.509934143,5.832144732,195.62,0
208,3.881334691,4.216172581,2.807503086,1.536943313,0.003401958,-0.002518548,0.631962353,5.919307954,195.62,0
209,4.009283543,5.348964575,2.337315111,1.779933813,-0.001860714,0.024452647,0.415206046,5.824579623,195.62,0
210,3.84811404,4.949658582,2.513841208,1.865975826,-0.013043892,-0.005807718,0.350738314,5.261801395,195.62,0
211,3.833970594,4.797698671,2.460866922,1.674807923,-0.019293315,0.007348963,0.494803961,5.393697379,197.08,0
212,3.983299071,4.95525018,1.547472352,1.486436832,0.003730875,0.022479145,0.554666856,5.559471904,197.08,0
213,4.060594653,5.277260524,1.46603682,1.517530398,0.011295967,0.004717627,0.598083901,5.16213935,197.08,0
214,3.859626147,5.892336692,2.522067029,1.809875775,0.005046544,-0.000216129,0.6290021,4.2467619,197.08,0
215,3.928040955,5.252920618,2.821816021,1.841133867,-0.002518548,-0.038699418,0.712218103,3.977707476,197.08,0
216,3.61030682,4.996693795,2.561550971,1.967482379,0.011953801,0.008993548,0.473753273,3.969813459,197.08,0
217,3.989877418,4.831906096,2.263940809,1.829782244,0.001428456,-0.001860714,0.484607534,3.879361187,197.08,0
218,3.887913038,4.968735801,2.377457108,1.940995254,0.000770622,-0.00120288,0.536247504,4.103353913,197.08,0
219,3.878045518,4.791778156,1.206759283,1.627098211,0.025768315,-0.013043892,0.617818921,4.382933717,197.08,0
220,3.83331276,4.64935687,2.129366436,1.33360127,0.004059792,0.001757373,0.431980813,5.094711239,197.08,0
221,3.99217984,5.120366813,2.108308345,1.389043231,0.032017738,0.00208629,0.333634629,4.882888316,197.08,0
222,3.949091666,4.389183148,3.102645757,1.857091947,-0.002518548,0.003401958,0.46750385,5.951870819,204.6,0
223,3.682010792,5.234172312,2.294376337,3.264530098,0.012611635,-0.000545046,0.54874635,5.911413926,204.6,0
224,4.11387927,5.185492502,2.161940671,2.646605973,0.00208629,-0.006465552,0.617490004,5.79662161,204.6,0
225,3.857652643,4.655277385,2.020785662,2.474850817,0.006362212,0.000441705,0.647092535,5.676566621,204.6,0
226,4.018493229,5.685118483,2.377292592,1.47344005,-0.05054043,0.002415207,0.696759003,5.916018776,204.6,0
227,3.93856631,4.595085483,3.686515443,4.147985249,0.006691129,0.000770622,0.455991755,5.594008266,204.6,0
228,4.154665026,5.438430185,1.958598498,3.067439209,0.00208629,0.010638133,0.480989447,4.771714186,204.6,0
229,4.161901209,5.321006573,2.972019606,4.464351484,0.004717627,0.001099539,0.557627109,4.471083594,204.6,0
230,3.740558073,4.329320174,3.015616491,3.667596014,0.048134671,0.006362212,0.662551634,4.014546221,204.6,0
231,4.011257047,5.597297443,3.012655193,3.299736659,0.006362212,0.006362212,0.459938759,3.914226426,204.6,0
232,3.692536145,5.015442098,2.936484033,4.688094796,0.001428456,-0.001531797,0.364881745,4.035596933,204.6,0
233,3.971458046,5.61078307,1.682046638,3.735212412,0.003730875,0.009980299,0.342844305,5.998248236,206.57,0
234,4.032965594,5.360476694,3.20793638,2.498047631,0.008993548,-0.00778122,0.590847727,5.187466008,206.57,0
235,3.999744939,5.018402356,1.406646466,2.19977943,0.003730875,0.006691129,0.614858668,4.158612035,206.57,0
236,4.053358471,5.069055666,3.09622961,4.934706155,-0.010412556,0.002744124,0.679655319,4.960841779,206.57,0
237,3.90139865,4.379644542,1.703762784,0.278394643,0.011295967,0.004388709,0.665511887,5.809778322,206.57,0
238,4.006981122,4.466149832,1.578730437,1.653749843,0.001757373,0.008335714,0.507302807,5.843656855,206.57,0
239,3.846140536,4.961828532,2.147956782,3.356001355,0.000770622,0.012282718,0.496448546,5.964369697,206.57,0
240,3.924422864,4.532920079,0.559881745,0.157146257,0.002415207,0.008664631,0.52572216,5.811751828,206.57,0
241,3.936263889,5.590390171,0.083936581,1.876340352,0.000112788,-0.00778122,0.488883455,5.257196548,206.57,0
242,3.958301352,5.452902564,3.457014596,2.501831509,0.000112788,0.029715319,0.495461795,4.696392074,206.57,0
243,3.982312319,5.09043531,4.377980021,4.916280217,-0.014030643,-0.005478801,0.380011927,4.309914046,206.57,0
