time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
3196,3.217,-1.806,14.802,-0.071,0.099,0.059,0.146,191.152307,0
3230,1.536,3.66,10.376,-0.018,-0.08,0.057,0.132,191.152307,0
3264,8.53,-1.058,-0.533,0.01,0.076,0.041,0.095,191.152307,0
3298,2.816,9.298,4.012,-0.127,0.112,-0.242,0.087,191.989509,0
3332,2.959,0.78,11.924,0.053,0.067,0.164,0.126,191.989509,0
3366,1.952,-0.115,4.928,-0.036,-0.176,-0.07,0.089,191.989509,0
3400,-0.068,-0.284,4.729,-0.003,-0.355,-0.059,0.183,192.82671,0
3434,-1.358,4.804,0.757,-0.057,0.019,-0.114,0.104,192.82671,0
3468,9.813,1.051,-6.127,0.001,0.036,0.022,0.114,192.82671,0
3502,9.405,12.978,5.673,-0.066,0.088,0.053,0.202,192.82671,0
3536,11.038,2.276,-2.59,0.15,0.211,0.244,0.09,193.25202,0
3570,2.884,1.087,-3.716,-0.011,-0.195,-0.103,0.121,193.25202,0
3604,2.346,5.146,9.055,0.169,0.107,0.046,0.082,193.25202,0
3638,2.64,3.607,-5.127,-0.033,-0.012,-0.209,0.104,193.67733,0
3672,13.108,2.191,-5.958,0.066,-0.171,-0.038,0.118,193.67733,0
3706,2.717,2.755,6.326,0.05,-0.023,-0.009,0.083,193.67733,0
3740,7.763,6.039,14.592,0.157,0.127,0.204,0.078,194.10264,0
3774,2.722,-1.243,6.803,0.046,-0.079,0.081,0.111,194.10264,0
3808,2.143,4.264,-3.605,0.037,0.109,-0.048,0.102,194.10264,0
3842,13.434,-2.882,-1.67,0.023,-0.301,-0.072,0.126,194.527951,0
3876,3.925,9,5.046,0.004,0.093,-0.032,0.094,194.527951,0
3910,2.251,7.311,15.369,-0.2,-0.254,-0.125,0.098,194.527951,0
3944,5.384,2.341,0.729,0.006,-0.053,0.042,0.153,194.527951,0
3978,5.24,6.037,11.789,0.033,0.149,0.174,0.08,194.953261,0
4012,1.319,6.239,10.302,0.002,0.054,0.079,0.083,194.953261,0
4046,3.848,2.752,0.197,-0.065,-0.009,-0.025,0.097,194.953261,0
4080,10.919,5.21,-1.816,-0.054,0.044,0.028,0.116,195.378571,0
4114,2.754,-0.468,-2.364,-0.043,-0.05,0.006,0.113,195.378571,0
4148,2.649,6.158,7.106,0.006,-0.076,-0.016,0.086,195.378571,0
4182,3.702,7.338,-3.762,-0.028,0.015,-0.265,0.072,195.803881,0
4216,12.665,2.021,-2.587,0.039,-0.155,-0.026,0.1,195.803881,0
4250,3.644,4.929,11.04,-0.038,-0.148,-0.146,0.084,195.803881,0
4284,0.645,2.542,0.59,-0.039,-0.138,-0.332,0.133,196.229191,0
4318,3.837,7.002,11.838,0.054,0.064,0.178,0.108,196.229191,0
4352,1.406,0.798,7.986,-0.024,-0.028,-0.077,0.093,196.229191,0
4386,5.821,4.904,1.066,0.069,0.035,0.115,0.148,196.229191,0
4420,6.952,-6.393,-1.34,0.099,-0.065,0.132,0.096,196.654501,0
4454,2.864,9.621,5.099,0.042,0.209,0.081,0.099,196.654501,0
4488,7.492,7.955,10.73,-0.097,-0.021,0.025,0.102,196.654501,0
4522,4.699,15.444,4.166,-0.071,0.117,-0.1,0.104,197.079811,0
4556,3.547,6.927,11.776,-0.047,-0.308,-0.051,0.088,197.079811,0
4590,4.858,2.762,1.924,-0.105,-0.122,-0.138,0.089,197.079811,0
4624,2.251,1.699,12.134,0.018,-0.113,0.201,0.089,197.505121,0
4658,4.332,1.766,-0.233,-0.103,0.007,-0.137,0.096,197.505121,0
4692,12.559,9.069,1.435,0.088,0.077,0.101,0.094,197.505121,0
4726,3.925,6.631,2.314,-0.081,0.007,-0.214,0.074,197.930431,0
4760,3.435,0.722,-3.743,-0.034,0.137,0.151,0.102,197.930431,0
4794,4.986,3.502,-1.636,-0.043,-0.186,-0.182,0.083,197.930431,0
4828,6.71,25.679,12.906,0.211,0.247,-0.08,0.216,198.355741,0
4862,3.748,2.797,14.116,0.109,-0.179,0.093,0.075,198.355741,0
4896,4.839,2.148,2.548,0.053,0.058,-0.016,0.081,198.355741,0
4930,11.846,8.55,0.525,0.18,0.134,0.08,0.129,198.355741,0
4964,4.627,-0.72,-3.065,0.065,0.245,0.218,0.084,198.781051,0
4998,2.527,0.072,-2.51,-0.05,-0.049,-0.138,0.102,198.781051,0
5032,8.839,10.183,11.79,-0.008,-0.098,0.031,0.068,198.781051,0
5066,5.684,-2.544,-5.123,-0.162,-0.198,-0.232,0.105,199.206361,0
5100,9.34,12.641,2.972,0.051,0.034,-0.096,0.111,199.206361,0
5134,3.655,-3.147,8.948,-0.128,-0.08,-0.071,0.079,199.206361,0
5168,9.959,2.483,-1.755,0.227,-0.27,-0.033,0.087,199.631671,0
5202,4.181,12.013,10.826,0.101,0.183,0.104,0.12,199.631671,0
5236,2.162,8.897,12.001,0.099,-0.219,-0.054,0.088,199.631671,0
5270,6.976,23.706,2.803,0.086,0.147,-0.186,0.161,200.056981,0
5304,7.279,-3.259,15.151,-0.108,0.092,0.172,0.104,200.056981,0
5338,-1.018,6.129,6.656,0.162,0.115,0.156,0.099,200.056981,0
5372,6.427,0.808,-1.375,0.067,0.053,0.052,0.129,200.056981,0
5406,7.333,-3.85,15.504,-0.096,-0.197,0.02,0.098,200.482292,0
5440,-0.523,7.651,6.284,0.103,0.094,0.075,0.091,200.482292,0
5474,6.514,2.679,-2.101,-0.014,0.088,0.014,0.097,200.482292,0
5508,9.615,-5.653,0.529,0.076,-0.154,0.077,0.121,200.907602,0
5542,3.114,8.432,0.735,-0.034,-0.07,0.004,0.113,200.907602,0
5576,9.599,3.128,15.922,-0.123,0.016,0.047,0.071,200.907602,0
5610,-0.126,1.174,-0.911,0.16,-0.162,-0.327,0.083,201.332912,0
5644,6.086,8.266,11.881,0.109,0.17,0.28,0.083,201.332912,0
5678,5.406,1.975,7.068,0.05,0.006,0.032,0.067,201.332912,0
5712,7.095,-8.843,19.175,-0.298,-0.081,-0.097,0.175,201.758222,0
5746,1.632,7.389,3.193,0.037,-0.053,-0.139,0.086,201.758222,0
5780,8.108,-1.945,-5.253,0.062,0.304,0.152,0.085,201.758222,0
5814,11.063,8.66,5.475,-0.015,0.087,0.168,0.172,201.758222,0
5848,1.202,2.625,-1.544,0.099,-0.145,0.14,0.08,202.183532,0
5882,10.593,6.457,17.622,-0.004,-0.063,-0.027,0.083,202.183532,0
5916,3.869,1.374,4.566,-0.19,-0.081,-0.108,0.117,202.183532,0
5950,-0.79,5.51,-0.21,-0.386,-0.05,-0.41,0.093,202.608842,0
5984,10.425,2.257,18.88,0.028,0.155,0.172,0.105,202.608842,0
6018,3.087,1.603,0.7,-0.073,-0.031,-0.032,0.094,202.608842,0
6052,6.203,2.553,16.692,-0.115,0.115,0.067,0.089,203.034152,0
6086,6.602,3.731,4.12,0.052,0.035,-0.046,0.103,203.034152,0
6120,12.672,8.51,-0.842,0.147,0.05,0.085,0.077,203.034152,0
6154,8.705,13.679,-4.444,-0.029,0.378,0.046,0.119,203.459462,0
6188,3.812,-5.651,-2.176,0.106,-0.166,0.019,0.092,203.459462,0
6222,6.179,9.676,12.511,0.121,0.187,0.088,0.104,203.459462,0
6256,2.757,0.905,1.608,0.019,0.072,-0.008,0.084,203.459462,0
6290,4.684,-4.369,-6.058,0.086,-0.014,0.066,0.094,203.884772,0
6324,8.871,19.438,12.381,0.069,0.17,0.184,0.108,203.884772,0
6358,2.291,5.458,7.208,0.012,-0.055,0.014,0.131,203.884772,0
6392,-1.977,-0.379,-0.942,-0.017,-0.153,-0.495,0.08,204.310082,0
6426,5.236,3.676,16.56,-0.089,-0.017,-0.119,0.091,204.310082,0
6460,3.258,3.968,3.604,0.03,0.038,0.045,0.084,204.310082,0
6494,14.307,2.74,-1.791,-0.044,-0.068,-0.006,0.102,204.735392,0
6528,0.579,5.827,2.123,-0.021,0.004,-0.02,0.096,204.735392,0
6562,5.273,6.847,13.406,-0.329,0.055,-0.069,0.073,204.735392,0
6596,14.139,3.015,-3.222,-0.06,0.087,0.161,0.1,205.160702,0
6630,1.603,7.119,1.488,-0.058,-0.05,-0.234,0.107,205.160702,0
6664,6.538,9.684,18.207,0.143,-0.031,0.016,0.096,205.160702,0
6698,13.409,-2.044,25.126,0.349,-0.032,0.165,0.154,205.586012,0
6732,3.699,2.927,3.036,0.038,0.052,-0.109,0.101,205.586012,0
6766,6.859,3.553,-3.586,0.032,0.094,0.086,0.104,205.586012,0
6800,4.126,3.125,2.475,-0.038,0.219,0.194,0.116,205.586012,0
6834,8.956,10.18,-2.873,-0.019,0.194,-0.039,0.097,206.011322,0
6868,2.703,-1.118,-3.912,0.035,-0.137,-0.061,0.103,206.011322,0
6902,6.337,4.502,13.289,0.177,-0.081,0.013,0.098,206.011322,0
6936,8.802,10.582,-1.112,-0.073,0.156,-0.178,0.109,206.436632,0
6970,7.602,-2.724,-3.091,-0.177,-0.255,-0.183,0.121,206.436632,0
7004,4.197,8.783,10.815,-0.026,0.179,0.169,0.091,206.436632,0
7038,7.212,26.848,11.901,-0.236,0.293,-0.139,0.081,206.49072,0
7072,8.132,1.097,16.257,0.083,-0.16,0.048,0.097,206.49072,0
7106,4.536,1.021,-0.707,0.048,0.108,0.043,0.094,206.49072,0
7140,13.616,-1.247,20.938,-0.236,0.278,0.073,0.149,206.544807,0
7174,3.227,1.631,11.42,-0.004,-0.091,0.177,0.082,206.544807,0
7208,-1.103,2.978,3.464,0.16,-0.094,0.021,0.087,206.544807,0
7242,10.719,0.475,-4.42,-0.036,-0.041,0.063,0.17,206.544807,0
7276,6.542,-7.725,-3.547,-0.155,-0.138,0.01,0.111,206.598895,0
7310,3.717,5.873,-2.344,0.097,-0.071,-0.005,0.088,206.598895,0
7344,7.145,12.189,12.281,0.082,0.196,0.281,0.113,206.598895,0
7378,3.358,3.463,-2.478,0.068,-0.267,-0.157,0.104,206.652982,0
7412,3.396,6.454,9.384,0.011,0.079,-0.063,0.115,206.652982,0
7446,8.39,9.057,15.14,-0.014,-0.067,-0.152,0.105,206.652982,0
7480,1.376,-0.303,-4.464,0.129,-0.175,-0.017,0.079,206.707069,0
7514,8.93,18.965,13.366,-0.191,0.045,-0.25,0.092,206.707069,0
7548,8.554,1.382,17.632,0.032,-0.036,-0.01,0.088,206.707069,0
7582,2.03,5.995,1.274,0.167,0.101,-0.075,0.14,206.761157,0
7616,8.429,6.095,-5.686,-0.105,0.135,-0.066,0.07,206.761157,0
7650,12.573,5.038,-6.48,0.037,-0.009,0.081,0.093,206.761157,0
7684,2.57,4.262,-2.413,0.037,-0.202,-0.153,0.155,206.761157,0
7718,11.831,1.51,-3.036,0.023,0,0.086,0.083,206.83047,0
7752,5.463,-4.787,-5.597,0.073,-0.008,0.005,0.091,206.83047,0
7786,5.112,5.9,1.249,-0.124,0.226,0.111,0.111,206.83047,0
7820,-2.178,1.976,4.018,-0.091,-0.323,-0.29,0.077,207.401398,0
7854,1.358,5.191,2.836,-0.017,-0.034,-0.131,0.112,207.401398,0
7888,10.264,3.999,-4.902,-0.014,0.147,0.083,0.093,207.401398,0
7922,3.963,0.902,-5.004,0.124,0.529,0.388,0.08,207.956831,0
7956,12.537,-2.679,-5.528,-0.008,-0.12,-0.041,0.079,207.956831,0
7990,6.754,8.376,4.624,0.293,0.093,0.182,0.076,207.956831,0
8024,2.047,1.049,-2.939,0.085,-0.393,-0.363,0.102,208.496189,0
8058,5.225,22.686,7.773,0.111,0.114,-0.079,0.079,208.496189,0
8092,6.452,4.839,15.588,-0.087,0.086,0.062,0.09,208.496189,0
8126,0.853,1.868,0.762,-0.122,-0.421,-0.244,0.106,208.496189,0
8160,11.832,18.316,15.378,-0.056,0.14,0.15,0.086,209.018932,0
8194,9.721,3.622,16.085,-0.017,-0.012,0.167,0.071,209.018932,0
8228,7.209,11.003,12.657,-0.122,-0.169,-0.183,0.115,209.018932,0
8262,7.956,-1.543,14.996,0.125,-0.168,0.194,0.102,209.524563,0
8296,0.865,5.325,5.251,0.057,-0.104,-0.101,0.095,209.524563,0
8330,9.177,2.527,-2.893,-0.13,-0.012,-0.029,0.105,209.524563,0
8364,0.808,3.509,11.881,-0.055,-0.337,-0.098,0.08,210.012625,0
8398,4.552,-0.546,6.987,-0.099,-0.166,-0.094,0.074,210.012625,0
8432,4.695,4.126,-1.668,-0.038,0.085,-0.028,0.084,210.012625,0
8466,12.66,1.443,20.275,0.077,-0.255,0.123,0.092,210.482705,0
8500,3.355,1.183,11.551,-0.046,-0.281,-0.126,0.065,210.482705,0
8534,2.488,3.024,0.608,0.125,0.105,0.127,0.079,210.482705,0
8568,-1.342,2.159,9.891,-0.081,-0.449,0.018,0.166,210.934433,0
8602,6.9,4.393,1.833,0.071,-0.086,-0.102,0.079,210.934433,0
8636,6.903,8.061,-4.705,0.072,0.045,0.02,0.098,210.934433,0
8670,6.679,4.105,-2.456,-0.033,0.001,-0.029,0.134,210.934433,0
8704,0.829,6.475,-0.389,-0.008,-0.041,-0.179,0.081,211.367479,0
8738,-0.12,6.323,-3.696,0.071,0.154,0.041,0.081,211.367479,0
8772,14.676,5.779,-3.318,0.086,-0.007,-0.035,0.079,211.367479,0
8806,-2.978,-8.903,-5.694,0.051,-0.422,0,0.09,211.78156,0
8840,5.053,13.405,3.873,0.082,0.076,0.035,0.106,211.78156,0
8874,11.303,5.787,19.514,-0.216,0.021,-0.1,0.078,211.78156,0
8908,3.578,9.697,-2.431,-0.142,0.071,-0.308,0.081,212.176434,0
8942,12.633,2.23,-3.934,-0.026,0.083,-0.06,0.067,212.176434,0
8976,13.954,7.343,-4.6,0.075,-0.081,0.043,0.075,212.176434,0
9010,2.679,9.462,-5.894,-0.102,0.092,-0.355,0.178,212.551902,0
9044,15.793,-0.442,-5.044,0.068,0.162,0.092,0.101,212.551902,0
9078,11.586,3.583,-4.245,0.04,-0.104,-0.08,0.089,212.551902,0
9112,0.373,-1.206,-1.177,-0.241,-0.039,0.18,0.158,212.551902,0
9146,2.368,0.914,9.536,-0.025,-0.038,-0.004,0.071,212.907808,0
9180,5.503,5.875,1.954,-0.079,-0.072,-0.194,0.097,212.907808,0
9214,4.877,2.755,-1.76,-0.188,0.171,0.015,0.087,212.907808,0
9248,1.883,8.407,0.12,0.002,-0.007,-0.183,0.114,213.244037,0
9282,14.249,-1.144,-4.849,-0.087,0.013,-0.069,0.092,213.244037,0
9316,7.105,9.666,3.842,0.066,-0.034,0.018,0.085,213.244037,0
9350,-1.481,6.867,5.35,0.009,-0.411,-0.289,0.076,213.560519,0
9384,9.868,7.251,-4.286,-0.034,0.148,-0.061,0.082,213.560519,0
9418,14.416,8.574,-3.65,0.096,0.072,0.114,0.08,213.560519,0
9452,11.291,0.744,-3.848,0.028,0.127,0.167,0.155,213.857224,0
9486,2.927,-7.225,-6.43,0.009,-0.154,0.05,0.09,213.857224,0
9520,5.427,8.783,3.244,-0.07,-0.054,0.075,0.097,213.857224,0
9554,9.829,7.094,17.163,-0.032,-0.227,-0.088,0.167,213.857224,0
9588,4.787,1.666,-3.717,0.163,-0.193,0.056,0.089,214.134163,0
9622,1.293,6.295,8.099,0.036,0.053,0.04,0.09,214.134163,0
9656,14.054,9.625,17.998,-0.065,-0.156,-0.098,0.093,214.134163,0
9690,4.851,6.18,-5.157,-0.06,0.209,-0.063,0.088,214.391387,0
9724,13.846,-0.76,-5.2,-0.085,-0.147,-0.101,0.093,214.391387,0
9758,6.479,10.099,4.511,-0.072,0.063,0.17,0.088,214.391387,0
9792,9.35,30.617,10.141,0.016,0.168,-0.256,0.077,214.628989,0
9826,9.005,1.627,18.075,0.046,0.153,0.147,0.088,214.628989,0
9860,10.104,11.808,15.088,-0.002,0.053,-0.004,0.065,214.628989,0
9894,18.863,3.72,26.045,0.008,0.259,0.091,0.153,214.847099,0
9928,3.034,3.851,12.475,-0.056,-0.247,0.014,0.065,214.847099,0
9962,0.695,1.956,2.596,0.004,0.087,-0.035,0.085,214.847099,0
9996,16.359,5.496,-1.73,0.135,-0.037,0.006,0.177,214.847099,0
10030,10.634,8.275,-5.965,0.022,0.038,-0.121,0.079,215.045886,0
10064,15.345,5.94,-4.529,-0.062,-0.09,-0.03,0.098,215.045886,0
10098,-0.432,0.354,2.039,0.081,0.007,0.271,0.105,215.045886,0
10132,4.068,6.445,3.232,-0.073,-0.024,-0.138,0.093,215.225558,0
10166,8.004,7.841,-2.351,0.071,0.222,0.065,0.085,215.225558,0
10200,7.606,6.514,0.795,-0.167,-0.061,-0.219,0.087,215.225558,0
10234,12.934,22.34,19.179,-0.144,0.236,-0.005,0.084,215.386357,0
10268,10.676,5.602,19.812,-0.123,-0.286,-0.064,0.096,215.386357,0
10302,-1.643,4.804,3.702,-0.066,-0.197,-0.002,0.068,215.386357,0
10336,2.541,27.432,6.389,0.069,0.003,-0.095,0.127,215.528563,0
10370,16.475,4.516,25.578,0.074,-0.088,0.094,0.074,215.528563,0
10404,8.383,10.276,18.378,-0.025,-0.344,0.01,0.081,215.528563,0
10438,2.486,2.693,3.902,-0.082,-0.081,-0.099,-0.005,215.652489,0
10472,1.88,13.646,9.127,-0.057,0.141,-0.065,0.077,215.652489,0
10506,15.204,8.26,25.049,0.036,-0.022,0.094,0.08,215.652489,0
10540,12.676,8.496,12.803,-0.401,-0.077,-0.217,0.11,215.652489,0
10574,3.33,8.163,-5.605,-0.021,0.089,-0.126,0.079,215.758482,0
10608,5.824,-0.93,-7.1,0.084,-0.015,0.187,0.103,215.758482,0
10642,9.358,6.752,12.833,0.001,0.099,0.029,0.079,215.758482,0
10676,15.675,-1.936,-9.027,0.009,0.168,-0.127,0.086,215.846922,0
10710,3.56,12.773,2.873,-0.11,0.049,-0.111,0.102,215.846922,0
10744,11.671,4.746,13.603,0.009,0.032,0.094,0.076,215.846922,0
10778,-2.627,5.195,-5.664,0.256,-0.269,-0.319,0.092,215.918219,0
10812,20.835,-0.148,25.045,0.025,0.1,0.309,0.071,215.918219,0
10846,3.215,0.615,-1.546,0.056,-0.158,-0.006,0.077,215.918219,0
10880,3.648,12.49,-7.497,-0.118,0.207,-0.178,0.172,215.972816,0
10914,7.14,-4.99,-6.896,-0.003,-0.154,-0.084,0.083,215.972816,0
10948,13.552,15.068,17.829,0.134,0.121,0.099,0.088,215.972816,0
10982,-0.131,4.858,4.845,-0.035,-0.36,-0.284,0.139,215.972816,0
11016,15.949,-3.337,-4.891,0.036,-0.25,0.034,0.088,216.011181,0
11050,6.515,16.527,9.957,0.1,0.179,0.102,0.091,216.011181,0
11084,12.552,7.601,16.167,-0.29,-0.118,-0.26,0.086,216.011181,0
11118,-2.061,6,-4.197,0.186,-0.212,-0.081,0.089,216.033812,0
11152,18.006,5.998,23.652,-0.005,0.216,0.027,0.08,216.033812,0
11186,-1.802,-0.395,-0.839,0.123,-0.09,0.132,0.08,216.033812,0
11220,23.709,-6.173,27.046,0.189,0.162,0.56,0.089,216.041232,0
11254,0.99,6.163,0.36,0,0,-0.107,0.085,216.041232,0
11288,10.954,2.165,-7.688,-0.082,0.13,-0.013,0.082,216.041232,0
11322,8.51,-5.232,19.772,0.049,0.16,0.641,0.157,216.041232,0
11356,7.872,10.737,-6.056,-0.251,0.223,-0.188,0.11,216.041232,0
11390,1.7,-0.931,-6.895,-0.067,0.024,-0.039,0.112,216.041232,0
11424,5.699,6.156,10.493,0.139,0.136,0.24,0.184,216.041232,0
11458,7.371,-3.441,-3.583,0.105,-0.297,-0.021,0.091,216.041232,0
11492,3.807,6.757,13.552,-0.061,0.137,0.055,0.084,216.041232,0
11526,6.388,10.728,11.276,0.061,-0.215,-0.202,0.094,216.041232,0
11560,-0.585,2.19,-1.874,0.043,-0.261,-0.278,0.1,216.041232,0
11594,11.191,-0.668,18.843,-0.179,0.332,0.15,0.125,216.041232,0
11628,-3.346,3.165,1.664,-0.019,-0.316,-0.015,0.068,216.041232,0
11662,21.659,1.948,27.147,-0.099,0.42,0.203,0.086,216.041232,0
11696,1.293,3.476,1.361,-0.08,0.023,-0.158,0.105,216.041232,0
11730,9.08,6.116,-5.361,-0.087,0.189,0.056,0.092,216.041232,0
