Time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
2838,0.83,1.871,1.291,-0.101,0.05,-0.071,0.108,187.8035,0
2924,1.887,-1.908,-4.766,-0.06,0.029,-0.085,0.09,188.640702,0
3010,4.662,9.589,-0.979,-0.013,0.168,-0.029,0.117,189.477904,0
3096,9.995,1.892,-1.288,0.02,0.053,0.192,0.116,190.315105,0
3182,7.799,29.171,10.216,0.005,0.123,-0.085,0.134,191.152307,0
3268,3.478,10.662,7.309,-0.021,-0.004,-0.037,0.097,191.152307,0
3354,-3.327,3.514,-0.761,-0.059,0.059,-0.058,0.096,191.989509,0
3440,5.102,4.062,1.177,-0.032,-0.007,-0.16,0.138,192.82671,0
3526,5.073,2.2,12.32,0.019,0.335,0.05,0.097,193.25202,0
3612,4.718,2.34,2.681,-0.1,0.081,-0.029,0.164,193.25202,0
3698,6.953,1.871,-2.188,-0.062,0.124,0.017,0.091,193.67733,0
3784,3.004,-0.433,-4.837,-0.043,-0.187,-0.244,0.1,194.10264,0
3870,4.057,12.103,11.929,-0.011,0.06,-0.133,0.083,194.527951,0
3956,7.113,-8.147,-0.913,-0.109,-0.037,0.211,0.098,194.953261,0
4042,10.609,7.725,3.316,-0.091,0.008,-0.009,0.087,194.953261,0
4128,2.965,7.469,4.751,0.046,0.023,0.014,0.1,195.378571,0
4214,8.275,4.502,-0.213,0.036,0.131,-0.097,0.091,195.803881,0
4300,-2.385,5.119,9.251,-0.027,-0.288,0.045,0.081,196.229191,0
4386,5.821,4.904,1.066,0.069,0.035,0.115,0.148,196.229191,0
4472,6.377,2.894,-0.549,-0.02,0.011,0.04,0.074,196.654501,0
4558,0.376,5.897,-3.58,-0.114,0.089,-0.064,0.109,197.079811,0
4644,-1.402,5.952,6.404,-0.047,-0.209,-0.073,0.106,197.505121,0
4730,10.073,26.08,12.691,0.052,0.102,-0.285,0.087,197.930431,0
4816,2.377,9.424,11.641,-0.1,-0.296,0.016,0.096,197.930431,0
4902,0.553,7.199,5.54,0.136,-0.085,0.031,0.107,198.355741,0
4988,3.116,0.099,7.233,-0.046,-0.18,-0.038,0.112,198.781051,0
5074,1.66,3.575,-1.039,0.031,-0.209,-0.116,0.111,199.206361,0
5160,2.831,11.255,-4.347,-0.081,0.173,-0.136,0.15,199.631671,0
5246,8.985,8.112,1.632,-0.025,-0.087,-0.047,0.089,199.631671,0
5332,5.271,0.764,4.252,0.227,0.186,0.114,0.104,200.056981,0
5418,4.091,13.139,6.176,-0.028,-0.076,-0.308,0.107,200.482292,0
5504,8.383,7.35,14.634,0.157,0.2,0.364,0.098,200.907602,0
5590,5.146,2.647,6.908,-0.153,-0.157,-0.107,0.143,200.907602,0
5676,7.2,19.407,14.367,0.107,0.273,0.292,0.077,201.332912,0
5762,2.346,2.798,-0.803,0.011,0.026,-0.047,0.107,201.758222,0
5848,1.202,2.625,-1.544,0.099,-0.145,0.14,0.08,202.183532,0
5934,2.849,11.695,-0.393,0.015,0.173,-0.156,0.123,202.608842,0
6020,13.198,9.791,-0.125,-0.026,-0.078,-0.133,0.095,202.608842,0
6106,5.925,0.21,-3.721,-0.133,0.179,0.036,0.099,203.034152,0
6192,5.85,2.847,3.207,0.02,0.061,-0.067,0.101,203.459462,0
6278,2.898,10.139,3.971,-0.055,0.363,0.021,0.144,203.884772,0
6364,5.882,3.9,10.718,0.11,0.036,0.091,0.144,203.884772,0
6450,2.471,5.124,2.976,-0.046,0.026,0.018,0.086,204.310082,0
6536,11.13,3.846,18.915,-0.113,0.05,0.095,0.088,204.735392,0
6622,10.378,-4.53,-3.644,-0.065,-0.187,-0.274,0.083,205.160702,0
6708,9.164,-3.354,-1.271,-0.008,0.048,0.232,0.07,205.586012,0
6794,8.125,14.551,11.544,-0.102,0.229,0.169,0.088,205.586012,0
6880,10.251,0.249,-6.46,0.092,0.052,0.064,0.09,206.011322,0
6966,6.49,4.593,16.427,-0.072,0.038,0.027,0.089,206.436632,0
7052,12.039,-7.112,17.418,-0.064,0.089,0.13,0.094,206.49072,0
7138,6.412,-4.988,-3.069,0.13,-0.344,0.019,0.178,206.544807,0
7224,6.844,6.573,-0.082,-0.073,0.141,0.022,0.079,206.544807,0
7310,3.717,5.873,-2.344,0.097,-0.071,-0.005,0.088,206.598895,0
7396,8.721,10.731,-4.483,0.008,0.193,0.072,0.079,206.652982,0
7482,10.467,1.014,20.871,0.044,0.203,0.065,0.073,206.707069,0
7568,7.684,5.487,15.282,0.175,-0.081,-0.097,0.153,206.707069,0
7654,8.929,5.563,15.552,0.013,-0.069,-0.066,0.067,206.761157,0
7740,6.555,15.222,6.108,0.176,0.178,0.131,0.096,206.83047,0
7826,6.596,0.847,15.236,-0.049,-0.28,0.05,0.078,207.401398,0
7912,13.424,2.111,21.206,0.086,0.361,0.287,0.108,207.956831,0
7998,6.642,8.703,12.829,0.353,0.208,0.225,0.088,207.956831,0
8084,4.774,6.962,0.388,-0.07,0.034,0.046,0.077,208.496189,0
8170,1.897,6.219,-3.63,-0.048,0.127,-0.097,0.083,209.018932,0
8256,2.916,0.261,11.537,-0.049,-0.105,0.067,0.087,209.524563,0
8342,1.611,0.417,1.992,-0.07,0.012,-0.068,0.178,209.524563,0
8428,-0.335,1.658,3.117,0.013,-0.07,-0.063,0.077,210.012625,0
8514,3.55,4.466,3.28,0.136,0.165,0.05,0.085,210.482705,0
8600,15.484,0.216,22.183,0.014,0.076,0.089,0.072,210.934433,0
8686,13.27,-2.471,-2.308,-0.161,-0.23,0.139,0.097,211.367479,0
8772,14.676,5.779,-3.318,0.086,-0.007,-0.035,0.079,211.367479,0
8858,14.351,0.273,-7.786,-0.029,-0.025,0,0.08,211.78156,0
8944,2.879,9.689,-0.262,-0.023,-0.164,-0.133,0.074,212.176434,0
9030,2.888,7.06,-3.738,0.036,0.215,-0.143,0.095,212.551902,0
9116,0.176,3.781,1.061,-0.289,0.273,-0.077,0.133,212.551902,0
9202,10.067,8.918,0.307,-0.036,0.172,0.034,0.087,212.907808,0
9288,1.204,6.17,-2.496,-0.072,0.071,-0.12,0.088,213.244037,0
9374,4.315,15.67,9.674,-0.01,0.192,-0.044,0.076,213.560519,0
9460,2.784,2.32,-4.431,0.05,-0.341,-0.38,0.088,213.857224,0
9546,0.567,-0.766,-1.754,-0.044,-0.181,-0.074,0.093,213.857224,0
9632,9.138,-0.365,-1.962,0.017,0.231,0.084,0.079,214.134163,0
9718,6.869,2.716,-2.255,-0.059,-0.244,-0.14,0.083,214.391387,0
9804,2.89,-8.063,-3.975,0.001,-0.315,0.051,0.088,214.628989,0
9890,7.438,16.157,-5.523,0.084,0.533,0.003,0.2,214.847099,0
9976,14.648,3.995,-5.866,-0.028,0.254,0.037,0.083,214.847099,0
10062,2.168,2.515,4.777,-0.049,-0.142,-0.172,0.093,215.045886,0
10148,3.264,3.608,-1.855,0.235,-0.118,0.054,0.094,215.225558,0
10234,12.934,22.34,19.179,-0.144,0.236,-0.005,0.084,215.386357,0
10320,13.151,9.822,19.915,0.027,0.159,0.185,0.149,215.386357,0
10406,9.5,2.989,-6.327,-0.004,0.105,-0.042,0.078,215.528563,0
10492,4.997,9.293,14.572,-0.182,0.121,0.011,0.09,215.652489,0
10578,14.765,13.063,17.681,-0.008,0.272,-0.04,0.074,215.758482,0
10664,5,-13.419,-2.966,-0.113,-0.444,0.05,0.138,215.846922,0
10750,21.285,6.634,20.054,-0.11,0.006,-0.064,0.074,215.846922,0
10836,1.496,4.216,-1.78,0.043,0.041,0.116,0.076,215.918219,0
10922,3.339,8.916,9.099,-0.14,0.102,-0.211,0.089,215.972816,0
11008,8.111,13.831,-6.101,-0.086,0.252,-0.279,0.11,216.011181,0
11094,6.512,8.053,-3.352,0.261,0.264,-0.026,0.162,216.011181,0
11180,0.656,-0.194,-5.802,-0.013,0.048,0.042,0.079,216.033812,0
11266,10.423,11.195,19.12,0.162,-0.371,0.058,0.098,216.041232,0
11352,-5,2.926,-2.492,-0.12,-0.167,-0.36,0.096,216.041232,0
11438,13.554,-5.419,-4.841,0.071,-0.283,0.255,0.116,216.041232,0
11524,3.142,4.481,4.557,-0.066,0.323,0.246,0.079,216.041232,0
11610,6.592,1.407,-6.609,0.08,0.2,-0.005,0.113,216.041232,0
11696,1.293,3.476,1.361,-0.08,0.023,-0.158,0.105,216.041232,0
11782,7.357,-8.191,-5.464,0.034,-0.212,0,0.078,216.041232,0
11868,0.577,2.101,1.947,0.088,0.076,0.095,-0.005,216.041232,0
11954,3.388,-0.739,3.047,-0.219,-0.297,-0.079,0.075,216.041232,0
12040,7.229,16.618,11.584,0.007,0.247,-0.01,0.101,216.041232,0
12126,3.291,-6.273,-6.638,-0.194,-0.293,-0.012,0.113,216.041232,0
12212,20.606,4.265,26.44,-0.127,0.359,0.323,0.083,216.041232,0
12298,6.266,5.036,-4.709,0.238,0.151,0.292,0.103,216.041232,0
12384,-0.047,1.595,-4.478,0.078,-0.339,-0.041,0.08,216.041232,0
12470,-3.255,-3.586,-6.203,0.155,-0.24,0.033,0.097,216.041232,0
12556,4.146,12.331,-5.389,-0.03,0.117,-0.219,0.085,216.041232,0
12642,-2.367,0.39,8.714,-0.308,-0.099,-0.229,0.194,216.041232,0
12728,13.697,6.093,-5.006,0.197,0.27,0.103,0.088,216.041232,0
12814,1.98,12.134,8.548,0.068,0.213,0.102,0.123,216.041232,0
12900,2.648,16.573,5.4,0.014,-0.028,0.023,0.098,216.041232,0
12986,9.094,-2.123,-5.589,0.073,0,0.114,0.088,216.041232,0
13072,12.999,10.521,14.429,0.311,0.037,-0.016,0.112,216.041232,0
13158,3.483,-0.293,-8.312,-0.072,0.114,-0.142,0.083,216.041232,0
13244,-1.836,8.977,3.704,0.075,0.059,0.087,0.107,216.041232,0
13330,21.756,5.143,25.835,-0.059,0.208,0.134,0.09,216.041232,0
13416,13.012,17.335,20.849,0.003,0.561,0.412,0.146,216.041232,0
13502,0.198,-0.93,3.982,-0.082,-0.095,-0.072,0.09,216.041232,0
13588,1.052,9.45,4.753,0.152,0.272,0.262,0.105,216.041232,0
13674,23.424,7.531,28.281,0.097,0.232,0.265,0.09,216.041232,0
13760,2.618,23.305,5.995,0.147,0.077,0.265,0.088,216.041232,0
13846,10.978,17.677,14.757,-0.378,-0.063,-0.348,0.18,216.041232,0
13932,14.696,10.67,19.58,0.055,-0.399,-0.045,0.084,216.041232,0
14018,2.74,2.757,-4.965,0.006,-0.162,-0.109,0.115,216.041232,0
14104,12.415,1.641,-8.838,-0.123,0.298,-0.092,0.094,216.060333,0
14190,15.862,-1.128,-11.049,-0.345,0.415,0.363,0.129,216.273243,0
14276,-2.8,6.45,-0.556,0.013,-0.323,-0.009,0.109,216.273243,0
14362,19.807,5.585,24.132,-0.072,0.061,-0.033,0.099,216.486152,0
14448,1.534,2.966,-6.975,0.075,-0.04,0.067,0.104,216.699061,0
14534,18.408,4.983,24.623,0.059,0.255,0.589,0.072,216.91197,0
14620,2.719,4.303,6.861,-0.44,0.219,-0.097,0.18,216.91197,0
14706,-3.337,1.496,-3.122,-0.121,0.045,-0.023,0.103,217.124879,0
14792,-0.46,-3.027,-7.325,0.013,-0.246,-0.046,0.091,217.337788,0
14878,1.429,0.741,11.628,-0.238,-0.265,-0.209,0.095,217.550697,0
14964,20.206,15.907,24.656,-0.441,0.661,-0.064,0.172,217.763606,0
15050,9.75,8.088,12.329,-0.3,-0.284,-0.116,0.108,217.763606,0
15136,22.931,11.089,27.453,-0.056,-0.377,-0.202,0.133,217.976516,0
15222,24.31,3.82,-6.437,-0.051,0.139,-0.055,0.101,218.189425,0
15308,15.913,5.272,-7.167,-0.104,0.185,-0.14,0.081,218.402334,0
15394,5.729,1.702,-2.873,-0.2,-0.024,-0.255,0.218,218.402334,0
15480,-5.08,3.811,3.927,-0.077,0.105,0.151,0.09,218.615243,0
15566,-5.896,-1.154,-7.061,-0.003,-0.188,-0.036,0.088,218.828152,0
15652,11.141,13.253,17.97,0.159,0.232,0.041,0.118,219.041061,0
15738,-4.397,22.898,7.68,0.577,-0.001,-0.224,0.139,219.25397,0
15824,21.889,10.836,19.971,-0.053,-0.406,-0.397,0.102,219.25397,0
15910,2.689,5.794,-5.895,-0.162,-0.203,-0.048,0.089,219.466879,0
15996,28.391,9.396,32.051,-0.062,-0.028,-0.064,0.084,219.679789,0
16082,23.086,2.505,-10.317,0.173,0.408,0.093,0.081,219.892698,0
16168,-5.87,-4.083,-1.376,0.087,0.084,0.192,0.164,219.892698,0
16254,-1.635,-1.559,2.889,0.087,-0.054,-0.131,0.11,220.105607,0
16340,18.898,4.481,-5.901,-0.043,0.285,0.013,0.066,220.318516,0
16426,17.413,1.076,23.206,-0.169,-0.314,-0.069,0.084,220.531425,0
16512,-12.337,9.738,0.15,0.171,-0.262,0.06,0.173,220.744334,0
16598,23.486,10.309,21.318,-0.337,-0.137,-0.235,0.092,220.744334,0
16684,-3.141,10.807,3.939,0,0.03,-0.029,0.107,220.957243,0
16770,18.655,4.287,-9.107,-0.035,0.219,0.042,0.111,221.170152,0
16856,21.246,15.833,26.527,-0.094,0.215,0.016,0.075,221.383062,0
16942,16.934,2.051,-5.97,0.423,0.176,0.233,0.207,221.383062,0
17028,-3.122,-0.425,-0.433,0.115,-0.317,-0.113,0.087,221.595971,0
17114,-3.741,5.09,7.343,-0.125,-0.256,-0.095,0.079,221.80888,0
17200,27.991,5.77,33.709,-0.101,0.406,0.144,0.112,222.021789,0
17286,28.574,22.316,30.101,-0.233,0.311,0.507,0.107,222.234698,0
17372,5.909,0.874,-3.114,-0.017,0.614,0.466,0.133,222.234698,0
17458,-2.586,10.687,6.706,-0.052,-0.014,0.168,0.094,222.447607,0
17544,18.242,0.802,-8.333,-0.132,0.025,-0.201,0.092,222.660516,0
17630,31.467,-1.248,26.679,-0.017,-0.311,0.11,0.089,222.900794,0
17716,1.551,2.924,-1.377,0.023,0.009,-0.003,-0.004,223.141072,0
17802,10.848,9.756,13.429,0.05,-0.646,-0.476,0.101,223.141072,0
17888,31.604,11.828,27.299,-0.152,0.214,-0.452,0.076,223.381349,0
17974,37.386,5.106,34.29,-0.44,0.504,0.069,0.117,223.621627,0
18060,2.271,2.545,11.298,0.156,-0.66,0.134,0.108,223.861905,0
18146,3.247,-1.322,-4.461,-0.089,0.136,0.068,0.12,223.861905,0
18232,27.49,11.777,28.257,0.134,-0.008,0.009,0.084,224.102182,0
18318,24.077,1.65,-12.578,0.069,0.134,-0.044,0.102,224.34246,0
18404,7.756,-6.902,-9.618,-0.086,-0.19,0.226,0.083,224.582738,0
18490,1.416,2.994,-0.019,0.049,0.026,0.015,-0.004,224.823015,0
18576,25.689,14.217,21.349,-0.41,0.005,-0.09,0.1,224.823015,0
18662,-0.238,1.75,5.69,-0.037,-0.056,0.122,0.076,225.063293,0
18748,2.205,-5.044,-9.523,0.11,-0.261,0.232,0.08,225.303571,0
18834,24.517,2.523,-10.958,0.091,0.401,0.072,0.096,225.543848,0
18920,-8.204,-2.52,-6.246,-0.3,0.322,-0.163,0.107,225.543848,0
19006,11.291,1.352,-13.662,0.078,0.183,0.229,0.113,225.784126,0
19092,-1.911,0.948,7.179,0.112,-0.206,0.183,0.075,226.024404,0
19178,28.976,14.641,26.6,-0.11,0.345,-0.022,0.102,226.264681,0
19264,15.228,22.001,20.035,-0.346,0.857,0.059,0.176,226.504959,0
19350,35.817,12.981,31.495,0.335,-0.136,0.053,0.112,226.504959,0
19436,28.393,15.491,26.952,-0.007,-0.204,0.048,0.077,226.745237,0
19522,-0.639,3.762,3.605,0.013,-0.008,0.066,0.083,226.985514,0
19608,4.556,9.728,-4.261,-0.148,0.176,-0.169,0.078,227.225792,0
19694,22.33,2.474,-10.187,0.136,0.381,0.35,0.133,227.225792,0
19780,-0.856,-3.883,0.922,-0.126,-0.167,0.158,0.103,227.46607,0
19866,10.965,1.557,-6.087,0.247,0.123,0.195,0.09,227.706347,0
19952,14.429,25.349,18.856,-0.191,0.468,-0.315,0.13,227.946625,0
20038,8.566,4.071,16.596,-0.19,-0.444,0.146,0.117,228.186903,0
20124,16.945,4.28,-11.606,0.134,-0.019,-0.01,0.115,228.186903,0
20210,1.521,0.854,-8.092,-0.01,-0.073,-0.094,0.099,228.42718,0
20296,34.783,12.282,30.549,0.279,-0.392,0.146,0.097,228.667458,0
20382,45.584,3.277,38.165,-0.37,0.492,0.061,0.089,228.907736,0
20468,32.33,24.098,25.674,-0.224,-0.384,0.228,0.174,228.907736,0
20554,23.503,12.947,-8.926,0.166,0.009,-0.151,0.109,229.148013,0
20640,45.229,16.173,39.055,0.187,0.026,0.06,0.128,229.388291,0
20726,5.018,5.819,-4.313,0.037,-0.044,0.016,0.127,229.628569,0
20812,29.834,-2.142,-13.09,-0.005,0.384,0.201,0.107,229.868846,0
20898,7.851,15.154,-3.665,-0.043,0.159,-0.158,0.145,229.868846,0
20984,46.375,17.305,38.418,0.145,-0.109,-0.03,0.113,230.109124,0
21070,-2.47,1.55,-5.995,0.078,-0.278,0.031,0.105,230.349402,0
21156,-1.831,1.679,8.649,0.01,-0.625,0.14,0.098,231.033078,0
21242,-10.921,6.448,-1.127,0.499,-0.955,-0.35,0.184,231.716754,0
21328,-4.29,11.426,0.102,0.023,0.154,0.162,0.105,231.716754,0
21414,47.755,14.771,37.974,0.149,0.083,-0.101,0.119,232.400431,0
21500,-16.434,-8.164,-7.267,0.027,-0.558,-0.129,0.099,233.084107,0
21586,0.213,13.525,-8.902,-0.12,0.499,0.079,0.089,233.767783,0
21672,-10.201,7.838,-4.263,-0.061,0.153,-0.259,0.138,233.767783,0
21758,14.848,4.77,-12.147,0.254,-0.056,-0.275,0.1,234.45146,0
21844,2.576,4.094,-4.373,0.088,0.037,0.121,0.105,235.135136,0
21930,-3.713,7.014,10.595,-0.18,-0.221,-0.031,0.097,235.818813,0
22016,12.879,-10.556,-7.367,0.227,-0.037,-0.242,0.168,236.502489,0
22102,20.102,5.243,20.683,-0.341,0.323,0.305,0.105,236.502489,0
22188,32.96,22.214,32.219,-0.55,-0.163,-0.39,0.098,237.186165,0
22274,39.526,9.717,35.808,-0.099,0.397,-0.124,0.14,237.869842,0
22360,35.284,3.414,31.346,0.217,-0.632,0.145,0.098,238.553518,0
22446,32.608,6.674,-11.579,-0.094,0.126,-0.274,0.198,238.553518,0
22532,25.035,15.623,30.328,-0.081,0.198,0.008,0.098,239.237194,0
22618,49.658,17.524,38.349,-0.004,-0.071,0.081,0.103,239.920871,0
22704,-24.365,1.134,-6.674,0.061,-0.024,-0.142,0.115,240.604547,0
22790,-9.739,8.492,1.559,-0.263,-0.181,0.003,0.09,241.288224,0
22876,23.863,12.175,-5.237,-0.01,-0.085,-0.097,0.092,241.288224,0
22962,22.734,5.805,-14.659,-0.071,-0.108,-0.286,0.091,241.9719,0
23048,25.127,4.786,-13.885,-0.205,0.336,-0.192,0.109,242.655576,0
23134,-2.636,2.437,12.615,-0.043,-0.614,0.076,0.104,243.339253,0
23220,1.985,3.851,-0.092,0.013,0.015,-0.013,-0.004,244.022929,0
23306,29.62,4.552,-15.141,0.184,0.147,0.089,0.101,244.022929,0
23392,20.052,2.826,-10.694,-0.135,0.187,-0.078,0.102,244.706605,0
23478,4.413,10.879,-9.442,0.129,0.245,-0.056,0.112,245.390282,0
23564,-2.043,-12.274,-7.441,0.156,-0.522,-0.13,0.105,246.073958,0
23650,43.903,11.722,34.5,0.587,-0.45,-0.171,0.109,246.073958,0
23736,-5.393,8.529,-6.621,0.342,-0.165,0.159,0.107,246.757634,0
23822,-16.053,6.843,2.196,0.012,-0.125,0.119,0.098,247.441311,0
23908,35.121,8.888,35.195,-0.077,-0.561,0.089,0.1,248.124987,0
23994,25.449,-6.405,-9.632,-0.221,0.305,0.574,0.183,248.808664,0
24080,-20.303,-1.714,2.969,-0.116,-0.291,0.584,0.079,248.808664,0
24166,26.209,7.426,-12.655,-0.075,-0.156,-0.42,0.106,249.49234,0
24252,-0.436,-0.84,-7.492,0.129,-0.366,-0.018,0.104,250.176016,0
24338,50.034,7.608,40.856,0.06,-0.523,0.218,0.102,250.859693,0
24424,7.787,2.755,-8.707,-0.084,0.189,0.349,0.129,250.859693,0
24510,-14.079,-3.107,-0.989,-0.182,-0.346,0.26,0.105,251.543369,0
24596,-6.388,2.952,11.443,0.106,-0.044,0.09,0.095,252.227045,0
24682,0.648,3.074,18.803,-0.169,-0.357,-0.363,0.086,253.525594,0
24768,16.937,33.57,28.217,-0.177,0.595,-0.418,0.154,254.824142,0
24854,41.928,12.259,-10.264,-0.001,-0.046,-0.11,0.11,254.824142,0
24940,-5.542,-2.409,-2.791,-0.042,0.28,0.458,0.074,256.12269,0
25026,7.583,16.883,21.894,0.17,0.477,0.226,0.102,257.421238,0
25112,-35.607,0.022,-10.739,-0.033,0.125,0.106,0.11,258.719786,0
25198,-16.009,-1.923,5.199,-0.417,1.049,1.15,0.165,258.719786,0
25284,30.299,11.578,-15.029,0.048,0.16,-0.34,0.102,260.018335,0
25370,35.302,9.42,-22.098,0.058,0.315,-0.401,0.122,261.316883,0
25456,22.661,0.225,-7.303,-0.192,0.093,-0.112,0.115,262.615431,0
25542,-7.09,6.648,-2.688,0.318,0.172,-0.149,0.107,263.913979,0
25628,-28.975,-6.806,-1.741,0.323,-0.368,0.518,0.085,263.913979,0
25714,-9.281,0.777,3.048,0.024,-0.088,0.378,0.097,265.212527,0
25800,24.424,1.527,-12.068,0.022,0.066,0.093,0.098,266.511075,0
25886,-8.068,1.921,9.113,0.514,-0.533,0.224,0.088,267.809624,0
25972,0.693,2.725,-0.911,0.002,0.028,0.037,-0.003,267.809624,0
26058,9.32,-4.271,-12.499,-0.143,0.082,-0.018,0.104,269.108172,0
26144,19.617,5.888,-11.169,0.13,-0.044,-0.266,0.107,270.40672,0
26230,-17.534,-9.276,-8.274,0.146,-0.512,0.101,0.09,271.705268,0
26316,68.446,9.491,49.838,0.097,-0.312,0.292,0.116,273.003817,0
26402,-23.146,15.115,1.165,0.02,-0.399,0.243,0.122,273.003817,0
26488,-0.221,3.655,19.443,-0.006,0.456,0.625,0.154,274.302365,0
26574,37.814,7.657,-16.597,0.12,0.372,-0.246,0.089,275.600913,0
26660,49.403,5.194,-11.43,0.16,0.133,0.001,0.102,276.899461,0
26746,44.321,5.711,-20.246,-0.303,0.669,-0.458,0.175,278.198009,0
26832,83.269,31.541,49.142,-0.089,0.684,-0.122,0.106,278.198009,0
26918,42.511,20.594,39.957,-0.482,-0.092,-0.373,0.112,279.496557,0
27004,42.46,17.218,38.054,0.118,-0.271,0.151,0.105,280.795106,0
27090,5.702,-9.949,-7.08,0.501,-0.421,-0.239,0.117,282.093654,0
27176,16.614,23.285,26.962,-0.361,0.168,-0.295,0.131,282.093654,0
27262,33.08,-0.733,-22.359,-0.358,-0.165,-0.493,0.094,283.392202,0
27348,-1.29,9.769,21.718,0.08,-0.715,0.271,0.097,284.69075,0
27434,51.541,5.627,-8.252,-0.398,0.573,-0.1,0.111,285.989298,0
27520,89.508,3.294,60.337,0.286,0.102,0.577,0.156,287.287847,0
27606,14.702,20.594,-4.48,-0.204,0.539,-0.309,0.113,287.287847,0
27692,47.392,22.039,36.708,-0.07,0.204,0.143,0.103,288.586395,0
27778,-36.669,-4.824,-9.265,0.104,-0.458,0.324,0.121,289.884943,0
27864,-16.172,22.102,13.239,-0.282,0.641,0.18,0.09,291.183491,0
27950,43.752,4.961,-14.484,-0.015,0.058,0.037,0.204,291.183491,0
28036,84.958,30.943,58.252,0.037,0.504,-0.191,0.088,292.482039,0
28122,4.065,0.11,-4.007,-0.279,0.051,0.118,0.104,293.780588,0
28208,49.182,12.51,-18.767,-0.054,0.516,-0.367,0.091,294.926222,0
28294,74.684,8.505,54.699,0.311,-0.105,0.097,0.126,296.071857,0
28380,-26.301,16.789,0.294,-0.057,0.323,0.706,0.107,296.071857,0
28466,30.812,12.056,30.561,0.491,0.053,0.366,0.091,297.217492,0
28552,-19.119,3.53,4.46,0.283,-0.497,0.384,0.099,298.363126,0
28638,4.457,-9.938,-8.357,-0.021,-0.768,-0.065,0.11,299.508761,0
28724,-17.599,-1.719,3.956,-0.02,-0.389,0.038,0.15,299.508761,0
28810,-0.86,0.978,13.708,-0.456,-0.41,0.608,0.098,300.654396,1
28896,-29.537,4.548,3.953,0.096,-0.019,0.449,0.109,301.800031,1
28982,-2.881,14.225,25.375,-0.549,-0.316,0.063,0.072,302.945665,1
29068,-24.929,-20.361,-7.079,0.358,-0.604,0.168,0.099,304.0913,1
29154,-4.524,-8.329,-5.058,0.135,0.067,0.414,0.106,304.0913,1
29240,12.379,7.1,28.731,0.295,0.244,0.18,0.094,305.236935,1
29326,85.873,27.956,57.245,-0.398,0.543,-0.398,0.094,306.382569,1
29412,42.947,-2.217,-7.32,-0.654,0.587,-0.337,0.096,307.528204,1
29498,52.394,13.263,-30.199,-0.187,0.708,-0.384,0.177,308.673839,1
