time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
4165,1.147,5.184,8.983,0.003,0.0,-0.032,0.111,186.76413300000002,0
4200,3.688,18.608,1.049,-0.101,0.003,0.024,0.237,187.164749,0
4235,2.932,6.535,1.836,-0.007,-0.023,0.008,0.138,187.164749,0
4270,5.703,5.685,-2.933,-0.054,0.014,0.048,0.1,187.164749,0
4305,5.454,2.708,4.843,-0.173,0.067,-0.117,0.193,187.164749,0
4340,0.962,1.899,-2.541,-0.118,-0.044,-0.048,0.105,187.561562,0
4375,1.955,7.228,7.291,-0.17,-0.042,-0.187,0.093,187.561562,0
4410,7.269,2.219,-1.225,0.05,0.008,0.124,0.098,187.561562,0
4445,7.471,26.007,3.787,0.092,0.028,0.012,0.127,187.955795,0
4480,5.993,7.342,0.029,-0.151,-0.161,-0.183,0.14,187.955795,0
4515,2.009,2.36,3.92,-0.011,-0.03,0.082,0.094,187.955795,0
4550,8.385,5.032,-1.493,-0.101,-0.098,-0.025,0.109,188.348553,0
4585,9.17,15.513,0.758,-0.008,-0.039,0.079,0.131,188.348553,0
4620,2.881,0.551,0.158,0.121,0.151,0.108,0.1,188.348553,0
4655,1.446,1.519,5.59,-0.043,0.084,-0.18,0.106,188.740823,0
4690,3.072,-6.9,-4.457,0.15,0.055,0.058,0.118,188.740823,0
4725,4.727,9.663,12.097,0.117,0.092,0.031,0.092,188.740823,0
4760,3.854,-3.08,19.456,-0.087,-0.202,-0.133,0.21,189.133487,0
4795,7.578,0.223,-5.05,-0.096,-0.103,-0.035,0.104,189.133487,0
4830,7.007,10.622,15.392,-0.069,-0.136,-0.125,0.113,189.133487,0
4865,6.048,7.574,-1.986,0.25,0.216,0.187,0.185,189.133487,0
4900,4.536,19.911,3.853,-0.092,-0.114,-0.126,0.086,189.527322,0
4935,8.345,1.703,1.293,-0.121,-0.096,-0.074,0.101,189.527322,0
4970,8.394,7.873,7.093,0.061,-0.012,0.118,0.097,189.527322,0
5005,4.492,-5.636,13.795,-0.088,-0.104,-0.138,0.133,189.92300899999998,0
5040,0.682,2.677,-1.897,0.026,0.041,0.04,0.145,189.92300899999998,0
5075,5.041,11.354,7.815,0.005,-0.004,0.0,0.094,189.92300899999998,0
5110,4.677,18.597,0.328,-0.021,-0.144,-0.028,0.083,190.32113600000002,0
5145,2.514,1.229,6.048,-0.157,-0.028,-0.198,0.111,190.32113600000002,0
5180,10.439,6.715,0.059,0.122,-0.032,0.175,0.093,190.32113600000002,0
5215,2.12,3.313,10.999,-0.227,-0.067,-0.108,0.119,190.72220199999998,0
5250,9.77,-4.038,-3.067,0.069,0.029,0.086,0.116,190.72220199999998,0
5285,9.382,1.805,18.431,0.044,-0.067,-0.114,0.083,190.72220199999998,0
5320,2.984,-12.037,-0.939,-0.083,-0.033,-0.102,0.219,191.126626,0
5355,6.976,7.199,12.856,0.026,-0.136,0.03,0.113,191.126626,0
5390,6.06,-0.432,-4.655,0.011,0.088,0.05,0.103,191.126626,0
5425,7.392,8.598,10.37,0.054,0.05,-0.053,0.182,191.126626,0
5460,4.73,-4.695,16.684,0.056,-0.054,-0.054,0.109,191.53474599999998,0
5495,0.781,0.612,-2.651,0.066,0.081,0.061,0.117,191.53474599999998,0
5530,5.014,10.668,9.36,-0.059,-0.087,-0.08,0.108,191.53474599999998,0
5565,6.687,7.703,-6.597,-0.081,-0.121,-0.06,0.105,191.94683,0
5600,2.914,9.091,6.077,-0.157,-0.096,-0.14,0.123,191.94683,0
5635,2.198,4.32,1.889,-0.083,-0.092,-0.069,0.118,191.94683,0
5670,0.093,7.169,6.523,0.002,-0.025,-0.011,0.107,192.36307499999998,0
5705,5.137,4.433,-4.63,0.057,0.069,0.058,0.146,192.36307499999998,0
5740,5.798,0.114,4.964,-0.079,0.134,-0.05,0.104,192.36307499999998,0
5775,-0.012,0.733,-0.758,-0.031,0.048,-0.086,0.12,192.783613,0
5810,3.072,4.82,11.039,-0.104,0.063,-0.037,0.094,192.783613,0
5845,9.253,2.836,-7.219,-0.016,-0.071,0.027,0.097,192.783613,0
5880,-0.059,3.149,7.332,-0.086,0.057,-0.216,0.24,193.208515,0
5915,4.538,-7.635,-3.206,0.138,-0.003,0.041,0.104,193.208515,0
5950,4.814,8.641,15.057,-0.087,0.006,-0.148,0.134,193.208515,0
5985,8.538,5.114,-3.233,-0.071,-0.009,0.06,0.205,193.208515,0
6020,7.293,11.031,1.04,-0.088,-0.113,-0.034,0.103,193.637796,0
6055,1.132,3.128,4.183,-0.022,0.047,-0.109,0.124,193.637796,0
6090,3.927,2.516,-1.774,-0.084,-0.044,0.03,0.111,193.637796,0
6125,5.949,-9.043,0.095,0.125,0.147,0.008,0.114,194.071419,0
6160,6.475,4.566,18.518,0.155,0.057,0.053,0.113,194.071419,0
6195,9.688,0.946,-2.947,0.009,0.059,0.103,0.116,194.071419,0
6230,4.532,-3.502,16.23,0.106,-0.073,-0.025,0.113,194.509295,0
6265,4.751,-3.281,-2.411,0.078,0.081,0.017,0.114,194.509295,0
6300,7.293,5.175,15.213,-0.256,-0.287,-0.342,0.095,194.509295,0
6335,13.973,-7.015,-0.869,0.113,-0.045,0.193,0.146,194.951291,0
6370,4.585,-2.175,19.711,0.093,0.013,0.0,0.108,194.951291,0
6405,4.941,2.029,-7.051,0.074,0.128,0.121,0.092,194.951291,0
6440,11.684,-9.799,-1.401,0.06,-0.037,0.079,0.19,195.39723199999997,0
6475,9.448,-1.641,20.214,-0.102,-0.186,-0.258,0.08,195.39723199999997,0
6510,11.472,3.332,-6.706,-0.03,0.007,0.108,0.108,195.39723199999997,0
6545,5.966,2.863,13.806,0.01,0.055,-0.127,0.216,195.39723199999997,0
6580,1.405,6.022,-0.621,0.127,0.096,0.052,0.085,195.846902,0
6615,5.715,3.166,10.408,-0.041,0.14,-0.014,0.087,195.846902,0
6650,11.153,7.252,-3.118,-0.039,-0.105,0.037,0.128,195.846902,0
6685,11.278,2.187,-1.973,0.039,0.004,0.027,0.101,196.300051,0
6720,5.61,3.553,13.978,-0.029,-0.173,-0.081,0.122,196.300051,0
6755,3.004,5.954,-0.432,-0.01,0.07,-0.035,0.103,196.300051,0
6790,10.821,24.074,12.046,-0.116,0.068,-0.042,0.106,196.756396,0
6825,6.633,8.085,0.809,0.135,0.146,0.151,0.145,196.756396,0
6860,3.483,4.818,4.85,-0.075,-0.072,0.056,0.092,196.756396,0
6895,9.068,9.128,-2.936,-0.129,-0.049,-0.073,0.102,197.215623,0
6930,6.447,18.709,2.586,-0.2,-0.235,-0.14,0.086,197.215623,0
6965,0.31,-0.092,6.716,-0.093,0.031,-0.151,0.111,197.215623,0
7000,-1.659,9.467,-7.196,-0.092,0.072,-0.049,0.228,197.677393,0
7035,3.306,20.833,2.008,0.073,0.02,0.063,0.091,197.677393,0
7070,4.248,1.024,4.617,-0.067,-0.062,-0.032,0.103,197.677393,0
7105,7.344,5.629,5.436,0.031,-0.013,0.066,0.209,197.677393,0
7140,10.546,1.023,-5.453,0.199,0.104,0.144,0.103,198.14133900000002,0
7175,3.67,11.22,7.464,-0.063,0.034,-0.002,0.121,198.14133900000002,0
7210,0.532,2.87,-0.368,0.127,0.032,-0.023,0.14,198.14133900000002,0
7245,9.845,4.874,-6.63,0.135,0.05,0.152,0.1,198.607077,0
7280,4.444,10.816,5.506,0.142,0.112,0.166,0.136,198.607077,0
7315,-0.172,2.651,2.034,0.106,0.069,-0.046,0.115,198.607077,0
7350,7.441,-0.147,19.26,0.073,-0.043,-0.06,0.092,199.074199,0
7385,7.8,-1.691,-7.176,0.063,0.08,0.114,0.11,199.074199,0
7420,6.723,12.632,13.509,0.046,-0.031,0.012,0.111,199.074199,0
7455,7.471,-4.34,20.728,0.065,-0.061,-0.127,0.094,199.542285,0
7490,8.749,3.735,-7.975,-0.02,-0.102,-0.008,0.084,199.542285,0
7525,3.609,8.213,10.414,0.032,-0.001,0.026,0.092,199.542285,0
7560,-0.851,-3.466,-3.62,-0.023,0.057,-0.006,0.228,200.010896,0
7595,6.582,4.461,16.818,0.052,0.015,-0.026,0.094,200.010896,0
7630,9.245,-0.025,-8.412,0.015,0.08,0.09,0.098,200.010896,0
7665,12.233,6.511,16.09,0.1,0.013,0.0,0.231,200.010896,0
7700,4.163,3.323,13.891,-0.014,-0.01,0.058,0.092,200.479584,0
7735,10.368,-0.662,-7.076,-0.054,-0.081,-0.056,0.099,200.479584,0
7770,7.893,7.824,9.193,0.093,-0.002,0.064,0.142,200.479584,0
7805,11.43,-0.914,20.975,0.107,0.044,0.147,0.11,200.94788899999998,0
7840,6.242,3.068,-3.783,-0.204,-0.115,-0.158,0.097,200.94788899999998,0
7875,6.321,8.278,-0.437,-0.031,-0.004,0.148,0.1,200.94788899999998,0
7910,8.252,5.63,-5.806,0.066,-0.053,0.04,0.094,201.415343,0
7945,2.282,6.955,-1.191,0.034,0.026,0.077,0.104,201.415343,0
7980,3.7,8.97,8.081,-0.05,-0.079,-0.132,0.098,201.415343,0
8015,10.57,20.844,13.993,-0.07,-0.061,-0.09,0.114,201.881473,0
8050,4.421,5.746,0.822,0.044,0.09,0.021,0.084,201.881473,0
8085,8.062,-0.025,-6.927,-0.1,-0.147,0.024,0.086,201.881473,0
8120,5.059,16.93,-0.41,-0.071,-0.059,0.035,0.216,202.345801,0
8155,8.156,1.079,16.918,0.081,0.003,-0.078,0.113,202.345801,0
8190,6.183,0.421,-7.596,-0.061,-0.005,0.039,0.106,202.345801,0
8225,5.33,2.095,3.966,-0.133,-0.158,-0.025,0.238,202.345801,0
8260,8.534,-3.881,17.644,0.044,-0.033,-0.036,0.097,202.807844,0
8295,3.153,7.802,-1.136,-0.039,0.028,-0.038,0.108,202.807844,0
8330,3.566,3.178,-0.84,0.016,0.061,0.12,0.147,202.807844,0
8365,9.172,1.986,-9.339,-0.139,-0.148,-0.161,0.106,203.267122,0
8400,7.758,19.052,6.251,-0.007,-0.078,0.011,0.107,203.267122,0
8435,2.589,4.361,4.159,-0.207,0.032,-0.237,0.129,203.267122,0
8470,10.464,-0.715,20.858,0.152,-0.025,0.12,0.099,203.723152,0
8505,7.87,4.716,-5.983,-0.009,0.085,0.049,0.092,203.723152,0
8540,5.303,6.383,5.984,0.066,0.005,0.123,0.105,203.723152,0
8575,13.634,-8.576,-2.445,0.069,-0.088,0.205,0.122,204.175456,0
8610,7.995,0.317,15.004,-0.025,-0.097,-0.059,0.101,204.175456,0
8645,1.935,2.67,-3.899,-0.116,-0.043,-0.123,0.095,204.175456,0
8680,14.675,-10.877,-2.272,0.149,-0.014,0.026,0.19,204.623556,0
8715,10.306,5.208,14.786,0.104,-0.019,0.133,0.098,204.623556,0
8750,1.645,3.892,-0.555,-0.091,-0.059,-0.125,0.102,204.623556,0
8785,3.209,3.748,-0.144,-0.106,-0.099,0.042,0.199,204.623556,0
8820,7.994,13.471,13.213,0.067,0.024,0.019,0.111,205.066983,0
8855,2.693,5.789,1.101,-0.097,-0.092,-0.123,0.099,205.066983,0
8890,3.252,1.522,0.852,0.073,0.116,0.273,0.128,205.066983,0
8925,0.357,5.771,4.691,0.015,0.045,0.012,0.107,205.505271,0
8960,6.542,-0.898,-7.538,-0.029,-0.001,0.126,0.095,205.505271,0
8995,10.282,8.885,17.523,0.004,0.058,0.004,0.119,205.505271,0
9030,4.127,10.048,-1.993,0.09,0.109,0.112,0.095,205.93796300000002,0
9065,4.144,0.641,-7.537,-0.028,-0.034,0.062,0.109,205.93796300000002,0
9100,14.657,5.763,19.733,0.051,0.048,-0.021,0.09,205.93796300000002,0
9135,2.909,10.968,0.939,0.084,0.039,0.016,0.099,206.36460799999998,0
9170,3.758,0.053,-6.028,-0.013,-0.078,-0.037,0.084,206.36460799999998,0
9205,14.941,7.47,20.632,0.145,0.116,0.076,0.09,206.36460799999998,0
9240,3.344,10.345,-0.136,0.088,0.092,0.061,0.221,206.78476799999999,0
9275,6.014,-3.578,-3.92,0.041,-0.067,0.06,0.073,206.78476799999999,0
9310,15.255,7.132,22.101,0.108,0.0,0.005,0.09,206.78476799999999,0
9345,8.593,7.629,3.812,-0.101,-0.078,-0.047,0.143,206.78476799999999,0
9380,5.345,-2.622,-5.164,0.075,-0.047,0.046,0.098,207.198012,0
9415,14.391,8.966,21.364,0.129,0.09,-0.014,0.108,207.198012,0
9450,14.96,7.136,-4.667,-0.088,-0.016,0.025,0.153,207.198012,0
9485,3.628,13.337,-3.219,-0.005,0.036,0.019,0.123,207.603924,0
9520,2.61,2.553,-4.217,0.02,0.05,0.077,0.102,207.603924,0
9555,12.334,9.832,17.186,-0.033,0.154,-0.132,0.076,207.603924,0
9590,4.422,13.056,-1.825,0.104,0.16,0.178,0.106,208.002097,0
9625,1.281,2.652,-6.575,0.091,0.06,0.03,0.088,208.002097,0
9660,14.623,9.881,17.88,-0.038,0.044,-0.05,0.089,208.002097,0
9695,2.92,11.288,0.043,0.169,0.185,0.162,0.106,208.392138,0
9730,3.865,-2.99,-5.545,-0.002,-0.062,-0.021,0.089,208.392138,0
9765,18.365,5.765,22.147,0.21,0.087,0.017,0.1,208.392138,0
9800,0.009,8.756,5.168,0.028,0.039,0.035,0.206,208.77366999999998,0
9835,8.414,-4.243,-6.118,-0.042,-0.158,-0.047,0.088,208.77366999999998,0
9870,16.676,5.994,24.579,0.058,-0.021,-0.042,0.086,208.77366999999998,0
9905,3.005,4.427,2.406,-0.003,-0.017,-0.023,0.116,208.77366999999998,0
9940,6.298,5.255,19.39,0.002,-0.002,-0.011,0.109,209.14632799999998,0
9975,13.044,0.751,-7.834,-0.009,0.078,0.109,0.108,209.14632799999998,0
10010,10.477,6.534,16.718,0.084,-0.061,-0.16,0.145,209.14632799999998,0
10045,17.962,5.822,23.325,0.044,-0.077,-0.019,0.123,209.50976400000002,0
10080,7.167,5.956,-2.895,-0.041,-0.025,-0.023,0.106,209.50976400000002,0
10115,-0.849,0.899,3.353,-0.046,-0.044,0.076,0.101,209.50976400000002,0
10150,15.947,15.298,20.5,0.008,-0.048,-0.044,0.105,209.86364300000002,0
10185,8.163,11.109,-1.497,0.04,0.012,-0.011,0.096,209.86364300000002,0
10220,-1.432,0.963,2.446,0.048,-0.026,0.189,0.085,209.86364300000002,0
10255,14.323,7.052,22.794,-0.059,-0.119,-0.016,0.1,210.207649,0
10290,7.906,10.486,-3.427,0.184,0.113,0.07,0.093,210.207649,0
10325,-1.484,3.886,4.201,-0.006,-0.042,0.062,0.078,210.207649,0
10360,8.455,-11.415,-2.643,0.15,0.23,0.151,0.197,210.541483,0
10395,11.869,7.746,16.331,0.095,0.04,0.169,0.117,210.541483,0
10430,7.735,1.999,-1.141,0.02,0.035,-0.01,0.089,210.541483,0
10465,0.848,1.718,0.164,-0.007,0.009,0.004,-0.004,210.541483,0
10500,7.949,-6.594,-2.717,0.124,0.135,0.138,0.09,210.86486100000002,0
10535,13.105,8.696,18.63,0.003,-0.091,0.014,0.087,210.86486100000002,0
10570,8.154,2.5,-1.987,0.038,0.09,0.091,0.134,210.86486100000002,0
10605,8.605,-7.758,-1.186,0.0,-0.038,-0.002,0.095,211.177517,0
10640,11.83,7.655,21.471,0.028,-0.01,0.102,0.088,211.177517,0
10675,8.654,4.966,-1.923,-0.019,0.025,-0.047,0.096,211.177517,0
10710,12.672,5.039,-5.257,0.053,-0.052,0.07,0.114,211.47920599999998,0
10745,-0.639,1.97,0.996,0.03,0.091,0.161,0.113,211.47920599999998,0
10780,-1.765,6.34,5.526,-0.079,0.085,-0.186,0.092,211.47920599999998,0
10815,12.714,9.248,-7.915,0.056,0.006,0.028,0.111,211.769698,0
10850,-0.016,6.986,2.496,-0.011,0.046,0.085,0.086,211.769698,0
10885,-3.145,3.865,5.901,-0.09,0.08,-0.2,0.07,211.769698,0
10920,-4.402,3.037,-3.59,-0.078,-0.156,-0.254,0.187,212.048781,0
10955,18.472,-3.432,24.887,0.035,-0.018,-0.105,0.082,212.048781,0
10990,9.311,5.734,-5.161,-0.057,-0.051,-0.015,0.079,212.048781,0
11025,-1.078,-0.825,0.38,0.055,0.067,0.054,-0.004,212.048781,0
11060,4.455,3.113,13.705,-0.088,-0.065,0.002,0.095,212.31626599999998,0
11095,13.367,-0.783,-7.062,-0.007,-0.012,0.056,0.08,212.31626599999998,0
11130,6.786,6.151,3.752,0.035,-0.086,0.022,0.125,212.31626599999998,0
11165,13.548,-5.824,-1.349,0.085,-0.132,0.167,0.092,212.571978,0
11200,3.775,3.648,14.808,0.027,0.003,-0.002,0.109,212.571978,0
11235,-4.854,3.293,5.917,0.023,0.041,-0.048,0.075,212.571978,0
11270,4.067,-7.004,-6.915,0.101,-0.061,-0.072,0.08,212.815764,0
11305,15.877,9.98,21.919,0.046,-0.037,0.088,0.084,212.815764,0
11340,-0.949,-1.051,2.37,0.033,0.046,-0.025,0.093,212.815764,0
11375,-5.006,-8.924,-3.437,0.066,-0.042,-0.034,0.1,213.04748899999998,0
11410,10.689,11.273,12.327,0.08,-0.08,0.031,0.075,213.04748899999998,0
11445,2.792,-1.97,2.631,-0.17,0.083,-0.16,0.067,213.04748899999998,0
11480,15.402,-11.259,-1.373,0.188,-0.077,0.263,0.197,213.267038,0
11515,3.162,15.17,7.901,-0.116,0.092,0.055,0.088,213.267038,0
11550,6.612,10.774,14.095,-0.004,-0.053,-0.083,0.073,213.267038,0
11585,0.978,1.569,0.82,-0.023,-0.02,-0.006,-0.004,213.267038,0
11620,-2.52,6.818,-0.828,0.112,0.084,0.17,0.082,213.474314,0
11655,10.464,11.949,19.467,0.081,0.007,-0.031,0.084,213.474314,0
11690,5.886,-0.919,0.318,0.111,0.109,0.043,0.121,213.474314,0
11725,6.465,0.268,-2.797,-0.008,-0.139,0.009,0.102,213.669241,0
11760,5.65,7.457,14.841,0.033,0.106,0.109,0.108,213.669241,0
11795,8.136,11.173,14.657,-0.013,-0.006,-0.162,0.07,213.669241,0
11830,13.725,-2.502,-6.611,-0.075,-0.061,-0.056,0.083,213.85176,0
