Time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
4386,5.564,-2.903,16.526,-0.003,-0.011,-0.051,0.084,237.390901,0
4472,6.008,7.254,-6.491,-0.087,0.055,0.091,0.125,237.390901,0
4558,0.054,1.426,10.15,-0.083,-0.039,-0.103,0.087,237.390901,0
4644,6.738,2.17,2.381,-0.033,-0.045,0.026,0.1,237.390901,0
4730,0.361,-2.246,13.545,-0.044,-0.054,0.103,0.099,237.390901,0
4816,7.769,9.071,-1.601,-0.008,0.014,-0.023,0.115,237.395549,0
4902,1.465,7.008,10.914,0.056,0.037,-0.164,0.178,237.395549,0
4988,8.013,8.467,11.332,0.17,0.117,0.221,0.108,237.92458,0
5074,8.197,-0.853,14.875,-0.093,0.05,-0.058,0.117,238.429888,0
5160,-3.566,7.42,-2.421,0.066,0.191,0.063,0.093,238.911696,0
5246,7.475,10.644,1.408,0.156,0.142,0.207,0.077,239.370263,0
5332,-0.554,4.97,2.878,0.018,-0.006,0.009,0.111,239.370263,0
5418,0.414,4.592,4.409,0.006,0.042,0.077,0.112,239.805882,0
5504,7.938,1.731,13.215,0.139,0.053,-0.065,0.114,240.21888,0
5590,-0.916,-0.722,1.365,-0.099,0.01,-0.027,0.111,240.609609,0
5676,5.318,9.356,1.555,-0.203,-0.057,-0.219,0.178,240.978452,0
5762,5.117,10.049,9.24,-0.099,-0.164,-0.136,0.086,240.978452,0
5848,7.061,8.53,1.99,-0.043,-0.089,-0.101,0.119,241.325818,0
5934,3.291,5.093,8.832,-0.158,-0.026,-0.205,0.093,241.652136,0
6020,7.898,-4.229,0.428,0.074,-0.079,-0.026,0.093,241.95786,0
6106,6.549,4.714,4.134,-0.02,-0.033,-0.004,0.15,241.95786,0
6192,-2.08,4.371,-4.328,-0.036,0.069,-0.113,0.082,242.243463,0
6278,2.302,4.347,5.181,0.005,0.017,-0.087,0.129,242.509436,0
6364,5.382,-4.127,13.806,-0.063,0.115,0.073,0.082,242.756286,0
6450,4.329,21.359,3.806,-0.003,0.088,-0.038,0.169,242.984535,0
6536,8.783,5.541,0.229,0.059,0.093,0.145,0.101,242.984535,0
6622,6.609,8.684,14.956,-0.087,-0.153,-0.177,0.096,243.194718,0
6708,0.647,0.684,9.984,0.03,0.11,-0.038,0.09,243.387384,0
6794,7.286,25.547,4.609,-0.162,-0.139,-0.051,0.111,243.56309,0
6880,11.378,10.365,-3.798,0.02,-0.033,0.07,0.211,243.56309,0
6966,12.194,2.858,20.315,0.072,-0.016,-0.041,0.08,243.722403,0
7052,7.349,16.849,5.352,0.057,0.093,0.187,0.172,243.865896,0
7138,0.649,-0.975,-6.705,-0.028,0.075,0.003,0.101,243.994151,0
7224,0.963,4.554,5.315,0.189,0.185,0.096,0.124,244.107753,0
7310,6.279,6.054,2.635,0.022,-0.086,0.077,0.108,244.107753,0
7396,3.118,-3.25,-4.688,0.015,-0.055,0.007,0.139,244.207293,0
7482,9.56,-2.04,14.26,0.013,-0.086,-0.056,0.1,244.293363,0
7568,6.798,23.948,2.207,0.096,0.148,0.052,0.118,244.366558,0
7654,11.238,9.807,-7.868,0.026,0.01,0.145,0.206,244.366558,0
7740,11.947,3.158,-6.631,-0.041,-0.003,0.122,0.095,244.427473,0
7826,0.132,8.434,1.596,0,0.012,0.081,0.109,244.476703,0
7912,5.038,16.732,0.898,-0.076,-0.126,-0.037,0.096,244.514843,0
7998,10.842,-7.746,0.173,0.19,0.097,0.117,0.086,244.542484,0
8084,4.563,1.932,1.193,-0.03,0.044,0.011,0.118,244.542484,0
8170,5.146,9.865,14.48,-0.11,-0.129,-0.156,0.082,244.560216,0
8256,1.77,1.771,9.566,-0.103,0.013,-0.168,0.108,244.568624,0
8342,11.186,-0.891,-2.718,0.116,0.102,0.101,0.116,244.568624,0
8428,0.979,-9.535,-3.765,0.022,0.045,-0.146,0.201,244.568624,0
8514,8.078,0.88,5.607,-0.153,0.001,-0.219,0.094,244.568624,0
8600,0.648,-2.03,-4.941,0.008,0.12,0.1,0.108,244.568624,0
8686,-2.02,8.961,1.349,0.14,0.033,-0.022,0.08,244.568624,0
8772,10.048,6.837,-7.998,-0.015,0.099,-0.029,0.084,244.568624,0
8858,0.467,4.038,7.134,0.016,0.063,-0.147,0.133,244.568624,0
8944,12.911,4.594,-6.975,0.049,0.061,0.086,0.076,244.568624,0
9030,0.231,5.94,6.833,-0.006,0.178,0.051,0.125,244.568624,0
9116,11.764,10.775,14.228,-0.03,0.03,0.003,0.096,244.568624,0
9202,9.689,0.07,19.675,0.161,-0.005,-0.003,0.158,244.568624,0
9288,5.562,7.599,8.425,0.08,0.099,0.161,0.112,244.568624,0
9374,-0.469,2.517,5.749,-0.055,0.017,0.037,0.096,244.568624,0
9460,6.049,12.004,-5.645,-0.038,-0.014,-0.123,0.085,244.568624,0
9546,11.996,24.957,6.825,-0.054,-0.017,-0.165,0.098,244.568624,0
9632,5.982,2.699,4.411,0.08,-0.059,-0.082,0.202,244.568624,0
9718,13.541,4.942,-6.814,-0.045,0.014,0.134,0.084,244.568624,0
9804,4.333,10.619,9.23,-0.153,-0.11,-0.1,0.1,244.568624,0
9890,9.959,-3.418,20.79,0.095,0.036,-0.117,0.085,244.568624,0
9976,1.048,4.042,-8.216,0.034,0.061,-0.064,0.101,244.568624,0
10062,2.067,2.542,5.264,-0.076,0.037,-0.123,0.102,244.568624,0
10148,-3.537,-4.474,-1.556,-0.05,0.042,0.046,0.086,244.568624,0
10234,4.332,0.708,0.31,0.043,-0.051,0.025,0.087,244.568624,0
10320,12.046,10.901,15.232,-0.046,-0.226,-0.051,0.107,244.568624,0
10406,0.984,1.921,2.371,0.001,-0.007,0.011,-0.005,244.568624,0
10492,4.017,5.249,6.773,-0.022,-0.061,-0.045,0.084,244.568624,0
10578,-5.011,1.586,-2.23,0.077,-0.045,0.031,0.097,244.568624,0
10664,5.111,2.189,5.144,-0.195,-0.127,-0.184,0.112,244.568624,0
10750,15.384,22.016,10.755,-0.192,-0.099,-0.177,0.108,244.568624,0
10836,-3.326,2.033,2.135,0.096,-0.002,-0.121,0.103,244.568624,0
10922,7.276,-0.483,-6.866,-0.042,-0.127,0.005,0.096,244.568624,0
11008,8.005,15.2,1.588,-0.003,0.009,0.117,0.084,244.568624,0
11094,15.93,0.763,19.988,0.105,-0.108,-0.083,0.112,244.568624,0
11180,2.359,16.568,-10.029,-0.054,0.019,-0.145,0.236,244.568624,0
11266,5.519,6.168,2.728,0.093,0.011,0.212,0.088,244.568624,0
11352,6.237,7.115,0.354,0.14,0.018,0.141,0.103,244.568624,0
11438,4.412,-1.152,15.133,-0.032,0.019,0.1,0.093,244.568624,0
11524,-1.194,17.769,0.555,0.057,0.013,-0.095,0.096,244.568624,0
11610,11.768,7.262,16.72,-0.179,-0.139,-0.364,0.156,244.568624,0
11696,18.542,6.845,24.962,0.054,-0.055,-0.056,0.095,244.568624,0
11782,0.331,8.245,1.765,0.044,-0.011,-0.051,0.094,244.568624,0
11868,9.286,-4.827,-6.567,0.016,0.025,-0.036,0.115,244.568624,0
11954,5.689,-1.908,-7.659,0.013,-0.011,-0.15,0.173,244.568624,0
12040,7.1,11.824,9.544,0.026,-0.033,0.029,0.087,244.568624,0
12126,9.286,-0.741,-8.228,-0.182,-0.037,-0.111,0.095,244.568624,0
12212,4.501,11.391,7.031,0.004,0,-0.025,0.093,244.568624,0
12298,17.884,-1.098,-4.355,0.049,-0.024,0.082,0.096,244.568624,0
12384,-2.284,-0.802,4.138,-0.019,-0.007,0.135,0.186,244.568624,0
12470,8.877,0.75,-9.382,0.141,0.175,0.222,0.082,244.568624,0
12556,8.035,-1.36,-5.201,0.102,0.067,0.142,0.111,244.568624,0
12642,11.772,13.996,14.722,-0.044,-0.007,-0.053,0.132,244.568624,0
12728,19.417,-5.375,27.48,0.152,-0.231,0.123,0.11,244.568624,0
12814,2.396,5.249,2.202,0.171,0.108,-0.003,0.111,244.568624,0
12900,5.821,10.593,18.362,-0.041,0.13,-0.07,0.102,244.568624,0
12986,19.062,2.004,-8.218,0.127,0.099,0.187,0.093,244.568624,0
13072,19.078,0.674,-4.219,-0.035,0.018,0.004,0.086,244.581625,0
13158,1.195,0.518,1.358,-0.033,-0.031,-0.04,-0.005,244.889722,0
13244,1.388,1.813,-1.667,0.116,0.006,0.233,0.107,244.889722,0
13330,-1.355,7.783,4.049,0.015,0.002,0.071,0.112,245.191104,0
13416,16.039,23.004,13.666,-0.078,0.062,0.093,0.107,245.485693,0
13502,3.927,-1.652,16.708,-0.054,0.038,0.034,0.087,245.773435,0
13588,15.507,10.899,-6.135,0.089,0.226,0.342,0.14,245.773435,0
13674,4.258,4.043,13.868,0.021,0.123,-0.131,0.086,246.05429,0
13760,15.061,19.21,15.461,0.135,0.076,0.033,0.1,246.328243,0
13846,5.653,1.641,19.4,-0.01,0.079,-0.018,0.107,246.595291,0
13932,6.502,18.135,-8.699,-0.07,0.032,-0.194,0.194,246.855455,0
14018,2.105,8.726,0.999,0.018,-0.01,0.167,0.09,246.855455,0
14104,11.747,-2.143,-8.75,-0.021,0.153,0.118,0.123,247.108769,0
14190,8.635,18.597,9.398,0.018,0.049,-0.047,0.113,247.355285,0
14276,-6.252,0.037,-2.802,0.027,-0.038,-0.151,0.083,247.595074,0
14362,20.074,14.269,21.285,-0.114,0.195,-0.123,0.174,247.595074,0
14448,8.821,-2.656,-2.301,-0.021,-0.027,-0.027,0.079,247.828221,0
14534,-2.729,3.193,5.865,-0.017,-0.035,-0.009,0.109,248.054826,0
14620,8.245,12.344,-10.069,-0.007,0.019,-0.066,0.106,248.275005,0
14706,2.499,0.228,16.452,-0.152,0.036,-0.156,0.152,248.488888,0
14792,9.14,2.999,-2.251,-0.164,-0.063,-0.035,0.101,248.488888,0
14878,13.15,5.933,-10.824,0.03,-0.02,0.002,0.102,248.69662,0
14964,6.277,9.154,-1.426,0.083,0.093,0.013,0.107,248.898359,0
15050,21.176,-6.073,28.673,-0.101,0.001,0.138,0.086,249.094273,0
15136,-7.049,1.326,7.66,-0.115,-0.133,-0.105,0.196,249.094273,0
15222,18.538,11.714,21.669,-0.007,0.008,-0.076,0.112,249.284548,0
15308,0.278,9.583,4.936,0.098,-0.005,0.041,0.12,249.469375,0
15394,-8.77,-1.57,-3.123,0.163,0.016,-0.033,0.126,249.648961,0
15480,3.556,-19.672,-1.406,0.043,-0.142,-0.079,0.117,249.823522,0
15566,-3.541,-1.997,4.22,0.135,-0.077,0.112,0.148,249.823522,0
15652,5.265,12.808,11.6,0.161,-0.02,0.109,0.12,249.993284,0
15738,-4.978,-1.395,-6.97,0.026,-0.049,0.006,0.119,250.158481,0
15824,21.218,3.826,25.265,0.056,-0.023,0.021,0.103,250.319358,0
15910,12.823,10.887,-14.449,-0.242,0.11,-0.016,0.206,250.476168,0
15996,20.845,11.453,-10.552,-0.124,0.011,-0.005,0.1,250.476168,0
16082,-4.704,-0.385,-5.445,0.008,-0.015,0.112,0.13,250.629168,0
16168,25.028,9.679,27.042,0,-0.175,-0.101,0.127,250.778628,0
16254,1.836,4.804,7.77,0.12,0.125,0.11,0.101,250.924819,0
16340,16.669,8.072,-6.719,0.117,0.154,0.001,0.139,250.924819,0
16426,16.751,11.666,26.586,-0.086,-0.077,-0.089,0.118,251.179763,0
16512,3.673,17.684,7.725,0.035,0.021,0.033,0.112,251.597472,0
16598,17.883,7.387,-11.548,0.054,0.062,-0.077,0.104,252.021537,0
16684,13.056,-8.108,-5.798,-0.006,0.052,-0.007,0.172,252.451651,0
16770,-10.519,0.073,-1.972,0.072,0.026,0.121,0.113,252.451651,0
16856,22.47,11.302,26.917,-0.119,-0.03,-0.008,0.15,252.887502,0
16942,28.539,5.698,29.106,-0.031,-0.044,-0.046,0.102,253.328774,0
17028,9.319,-11.275,-4.911,0.071,-0.158,-0.088,0.094,253.775148,0
17114,-4.891,-3.798,3.653,0.136,0,-0.073,0.142,253.775148,0
17200,3.278,9.817,17.707,-0.132,-0.175,-0.105,0.101,254.226303,0
17286,8.395,15.428,12.894,-0.083,-0.096,0.027,0.094,254.681915,0
17372,9.653,5.406,24.379,-0.007,0.233,0.091,0.115,255.141659,0
17458,-7.515,6.043,1.086,0.286,-0.1,-0.063,0.103,255.605209,0
17544,16.502,12.186,27.263,-0.078,-0.125,-0.122,0.109,255.605209,0
17630,17.282,3.161,-2.193,-0.033,0.011,-0.063,0.112,256.072235,0
17716,-0.74,4.275,14.076,-0.049,-0.003,-0.216,0.131,256.542412,0
17802,8.491,-1.665,21.907,-0.113,0.105,0.14,0.098,257.015412,0
17888,15.139,7.215,3.906,0.067,-0.061,-0.047,0.132,257.015412,0
17974,-8.65,3.061,1.069,-0.063,-0.137,0.085,0.111,257.490906,0
18060,14.534,-1.258,-10.65,-0.095,0.044,-0.023,0.099,257.96857,0
18146,20.985,4.586,24.429,-0.064,-0.033,0.054,0.128,258.448077,0
18232,11.995,25.883,10.017,0.001,-0.125,0.111,0.115,258.929106,0
18318,38.89,18.787,28.158,0.009,0.01,-0.193,0.117,258.929106,0
18404,2.286,0.549,14.236,-0.024,-0.048,-0.089,0.102,259.411335,0
18490,24.272,8.627,31.899,-0.04,-0.112,-0.181,0.103,259.894445,0
18576,-8.1,12.992,-1.061,-0.004,-0.123,-0.012,0.094,260.378122,0
18662,17.079,-7.857,32.145,0.193,0.048,0.073,0.219,260.862053,0
18748,-1.733,-2.107,5.41,0.087,-0.081,-0.017,0.125,260.862053,0
18834,33.099,9.702,33.773,-0.199,0.021,-0.124,0.086,261.345929,0
18920,5.791,5.497,6.665,-0.032,-0.046,-0.078,0.132,261.829446,0
19006,-0.818,3.29,16.383,0.036,0.122,0.131,0.098,262.312304,0
19092,11.445,3.758,0.113,-0.062,0.124,-0.032,0.182,262.312304,0
19178,19.543,4.751,-10.749,-0.027,0.014,0.002,0.117,262.794207,0
19264,34.529,8.377,36.96,-0.027,0.045,-0.096,0.101,263.274865,0
19350,9.625,-2.108,-10.427,0.157,-0.157,-0.081,0.098,263.753993,0
19436,26.229,13.967,-19.496,-0.15,0.137,0.189,0.123,264.23131,0
19522,1.431,3.965,-12.946,-0.068,-0.087,-0.008,0.097,264.23131,0
19608,14.649,6.05,-4.663,0.042,0.087,-0.043,0.119,264.706544,0
19694,18.857,7.68,28.704,0.041,-0.039,-0.088,0.117,265.179426,0
19780,21.349,34.652,18.716,0.012,0.057,0.069,0.162,265.649696,0
19866,27.394,26.911,26.141,-0.155,-0.055,-0.249,0.194,265.649696,0
19952,36.005,20.755,31.72,-0.015,0.012,-0.123,0.127,266.117099,0
20038,2.416,4.792,3.617,0.106,0.133,0.004,0.122,266.581387,0
20124,3.337,1.034,21.774,0.019,-0.113,-0.344,0.123,267.042322,0
20210,33.134,7.885,32.304,0.048,-0.1,0.003,0.113,267.499668,0
20296,-1.13,5.825,15.314,-0.218,-0.1,-0.19,0.112,267.499668,0
20382,2.724,3.284,15.515,0.108,-0.025,0.086,0.122,267.953202,0
20468,25.7,14.977,-15.582,-0.004,0.051,-0.077,0.112,268.402707,0
20554,20.972,32.556,19.378,-0.074,-0.158,-0.134,0.149,268.847972,0
20640,12.194,11.926,-7.161,-0.068,0.169,-0.036,0.202,269.288796,0
20726,20.532,12.292,-16.647,0.147,-0.001,0.01,0.114,269.288796,0
20812,-8.401,0.305,9.904,0.076,-0.053,0.072,0.108,269.724988,0
20898,28.163,14.077,-16.634,0.011,0.039,-0.099,0.117,270.156362,0
20984,47.812,-4.216,48.065,-0.103,-0.305,-0.228,0.106,270.582744,0
21070,-10.66,-3.329,9.063,-0.17,-0.094,-0.198,0.099,270.582744,0
21156,34.463,17.967,32.232,-0.076,0.148,-0.211,0.1,271.003967,0
21242,16.786,3.566,0.64,0.079,0.076,0.027,0.102,271.419872,0
21328,33.367,11.591,30.559,0.12,0.156,0.217,0.129,271.830313,0
21414,0.063,2.84,1.269,0.02,0.004,0.018,-0.005,272.235149,0
21500,-11.539,-1.188,4.423,0.249,0.1,0.253,0.114,272.235149,0
21586,17.582,4.463,-1.641,-0.021,-0.043,-0.111,0.11,272.63425,0
21672,-2.866,4.033,9.85,-0.055,0.061,-0.246,0.108,273.027496,0
21758,-12.716,18.577,-0.326,-0.335,-0.166,0.013,0.106,273.414775,0
21844,17.819,-3.556,-2.405,-0.047,-0.008,0.098,0.098,273.414775,0
21930,19.214,-0.984,-1.932,-0.021,0.105,-0.033,0.108,273.795988,0
22016,-12.057,-6.709,-16.79,-0.03,-0.015,0.069,0.116,274.17104,0
22102,-1.029,6.266,6.439,0.055,0.052,-0.02,0.122,274.539851,0
22188,-0.683,50.69,6.883,0.027,-0.348,-0.288,0.206,274.902347,0
22274,16.529,6.676,-10.736,-0.084,-0.027,-0.018,0.118,274.902347,0
22360,-18.75,-4.974,-4.389,0.174,-0.035,0.04,0.103,275.258466,0
22446,58.568,13.458,48.908,-0.003,0.075,0.003,0.096,275.608155,0
22532,-16.6,-13.759,-5.954,0.052,-0.155,-0.037,0.133,275.95137,0
22618,-2.677,3.651,13.304,-0.05,0.262,-0.273,0.178,275.95137,0
22704,63.16,28.011,48.71,0.16,0.039,0.09,0.093,276.288078,0
22790,23.187,10.878,-15.883,0.082,0.153,-0.179,0.132,276.618256,0
22876,-25.328,-12.49,-3.912,0.095,0.021,-0.032,0.13,276.941889,0
22962,-21.203,2.968,-1.315,0.251,-0.013,0.091,0.144,277.258973,0
23048,-10.229,-2.712,6.372,0.186,0.232,-0.056,0.088,277.258973,0
23134,-3.863,0.812,15.46,-0.209,0.18,-0.163,0.094,277.569513,0
23220,21.846,7.47,-4.302,-0.053,0.101,0.106,0.114,277.873524,0
23306,-29.639,-4.721,-1.922,0.044,-0.122,-0.207,0.138,278.171032,0
23392,-6.62,-8.206,10.958,0.024,-0.014,-0.293,0.211,278.171032,0
23478,-4.619,1.451,22.721,-0.051,-0.371,-0.188,0.099,278.462069,0
23564,6.696,4.648,-18.337,-0.06,-0.105,-0.069,0.111,278.74668,0
23650,31.811,13.6,-14.257,-0.166,0.028,-0.084,0.112,279.024918,0
23736,55.964,5.59,45.629,0.228,-0.304,0.142,0.114,279.296844,0
23822,7.891,20.871,-19.513,-0.002,-0.154,-0.022,0.141,279.296844,0
23908,36.397,9.59,-14.84,-0.218,-0.104,-0.068,0.082,279.562531,0
23994,34.862,24.709,33.045,-0.114,0.006,0.073,0.099,279.822058,0
24080,3.069,9.897,1.473,-0.216,0.054,-0.136,0.125,280.075515,0
24166,38.224,10.926,-25.226,0.279,0.145,-0.27,0.257,280.323,0
24252,58.036,36.217,37.894,0.181,0.097,0.022,0.121,280.323,0
24338,60.403,27.374,48.93,-0.061,0.079,-0.259,0.11,280.564621,0
24424,6.873,-4.374,-15.23,0.03,-0.19,-0.046,0.106,280.800492,0
24510,-9.834,34.711,9.96,0.152,-0.162,-0.185,0.11,281.030739,0
24596,53.776,12.007,-15.207,0.153,0.369,0.366,0.165,281.030739,0
24682,-15.122,-9.556,2.611,0.102,-0.245,0.029,0.081,281.255493,0
24768,43.098,8.51,-16.242,0.132,0.193,0.071,0.118,281.474895,0
24854,45.001,12.916,-19.274,-0.321,-0.192,-0.285,0.105,281.689094,0
24940,50.014,15.338,-22.421,-0.245,0.064,0.152,0.198,281.898245,0
25026,65.971,18.043,42.675,-0.084,0.084,0.084,0.125,281.898245,0
25112,36.979,8.338,29.832,0.131,0.041,0.113,0.113,282.102513,0
25198,23.02,2.791,5.199,0.042,0.202,0.125,0.111,282.302069,0
25284,91.992,4.892,47.909,0.012,-0.198,-0.075,0.102,282.497093,0
25370,7.829,3.884,-22.196,-0.158,0.084,0.371,0.147,282.497093,0
25456,31.951,-8.423,2.412,0.092,-0.006,-0.1,0.098,282.68777,0
25542,47.141,8.65,28.958,-0.078,0.234,0.165,0.099,282.874293,0
25628,33.477,-4.158,14.868,0.034,0.011,0.191,0.117,283.056861,0
25714,74.945,-5.307,-17.269,-0.149,0.07,-0.066,0.177,283.235681,0
25800,83.903,31.87,34.862,-0.2,-0.003,-0.341,0.148,283.235681,0
25886,66.459,8.687,33.156,-0.028,-0.123,0.077,0.116,283.410964,0
25972,115.35,23.482,50.35,-0.094,-0.103,-0.026,0.113,283.58293,0
26058,83.636,8.492,-25.448,-0.078,0.092,-0.397,0.12,283.751803,0
26144,126.06,40.889,48.184,-0.378,-0.233,-0.556,0.177,283.751803,0
26230,84.044,1.618,-16.425,0.236,0.279,0.231,0.125,283.917812,0
26316,123.14,30.223,46.865,-0.14,0.036,0.208,0.12,284.081193,0
26402,29.578,-21.216,-8.917,-0.062,-0.167,0.125,0.096,284.242187,0
26488,115.72,23.347,42.744,-0.256,-0.208,-0.249,0.162,284.401039,0
26574,75.045,13.734,-23.549,-0.277,-0.06,0.003,0.125,284.401039,0
26660,107.72,9.299,-24.786,0.127,0.372,0.054,0.106,284.558,0
26746,60.05,0.652,24.296,0.06,-0.169,-0.185,0.103,284.713324,0
26832,93.099,36.321,33.169,0.13,0.121,-0.072,0.108,284.867269,0
26918,114.77,20.463,-25.069,-0.183,0.043,0.273,0.215,284.867269,0
27004,40.81,-11.662,12.268,-0.104,-0.145,0.203,0.116,285.0201,0
27090,63.248,0.379,9.829,-0.046,0.038,-0.225,0.128,285.172083,0
27176,73.648,-0.953,30.842,-0.05,-0.089,-0.338,0.081,285.629184,0
27262,68.052,-2.35,16.845,-0.082,0.091,0.199,0.112,286.26502,0
27348,83.329,-14.854,40.041,0.026,0.084,-0.096,0.117,286.26502,0
27434,133.21,34.676,49.901,0.185,0.245,-0.104,0.1,286.902076,0
27520,84.983,19.514,24.535,0.06,-0.017,0.195,0.143,287.540114,0
27606,45.632,4.787,-0.572,0.172,-0.016,0.176,0.126,288.178896,0
27692,78.78,0.722,2.961,-0.166,-0.161,-0.119,-0.004,288.178896,0
27778,137.04,27.827,41.938,-0.038,-0.049,-0.231,0.108,288.818185,0
27864,40.018,-13.885,1.089,0.018,-0.286,-0.033,0.122,289.457746,0
27950,108.26,11.738,-6.277,-0.013,0.163,0.008,0.101,290.097347,0
28036,94.055,-14.933,-12.792,0.273,-0.059,-0.262,0.147,290.736757,0
28122,74.932,0.451,15.044,0.16,0.472,-0.174,0.108,290.736757,0
28208,50.927,23.834,41.964,-0.061,0.045,-0.216,0.09,291.375747,0
28294,55.077,15.994,44.598,0.122,0.113,-0.238,0.079,292.014092,0
28380,61.77,16.34,43.021,0.052,-0.016,-0.109,0.102,292.65157,0
28466,10.319,28.316,-23.669,-0.24,0.123,0.193,0.239,292.65157,0
28552,24.401,9.007,42.003,0.244,-0.08,-0.045,0.094,293.287961,0
28638,65.758,29.784,43.858,0.202,0.383,0.026,0.103,293.92305,0
28724,-6.983,-0.127,16.521,0.142,0.076,0.348,0.077,294.556624,0
28810,3.874,3.09,30.717,0.122,0.12,-0.208,0.159,295.188477,0
28896,-43.373,-21.16,0.912,-0.062,-0.479,-0.104,0.089,295.188477,0
28982,44.278,7.567,-23.648,-0.089,0.318,-0.15,0.097,295.818404,0
29068,24.272,8.67,-18.17,-0.087,0.042,0.056,0.102,296.446208,0
29154,0.339,-0.219,21.854,0.13,-0.036,0.062,0.089,297.071694,0
29240,33.451,-7.413,-18.46,0.181,0.549,-0.025,0.235,297.694672,0
29326,94.526,44.239,52.842,-0.357,-0.013,0.056,0.089,297.694672,0
29412,60.603,24.892,44.79,-0.128,0.037,-0.06,0.085,298.314961,0
29498,-5.095,18.344,16.757,-0.03,-0.124,-0.129,0.075,298.932381,0
